ஆப்பிரிக்கா	Afrika
கோடைகாலம்	Sommar
இலையுதிர்காலம்	Höst
சம இரவு நாள்	Dagjämning
சதாம் உசேன்	Saddam Hussein
உசாமா பின் லாதின்	Usama bin Ladin
எசுப்பானியம்	Spanska
பிரீட்ரிக் கையக்	Friedrich von Hayek
மொண்டேவீடியோ	Montevideo
யோகான் செபாஸ்தியன் பாக்	Johann Sebastian Bach
ஆன்டோனியோ விவால்டி	Antonio Vivaldi
பிட்ஸ்பர்க், பென்சில்வேனியா	Pittsburgh
ஆப்பெரா	Opera
பிலடெல்பியா	Philadelphia
கொல்கத்தா	Calcutta
சென்னை	Chennai
தில்லி	Delhi
டாக்கா	Dhaka
பெங்களூர்	Bangalore
மேற்கு வங்காளம்	Västbengalen
சிலந்தி	Spindlar
சிலந்திதேள் வகுப்பு	Spindeldjur
கணுக்காலி	Leddjur
ஐதராபாத்து (இந்தியா)	Hyderabad
இஸ்லாமாபாத்	Islamabad
திரிபுரா	Tripura
பழம்	Frukt
பணம்	Pengar
வர்ஜீனியா	Virginia
மேற்கு வர்ஜீனியா	West Virginia
நியூ யோர்க் மாநிலம்	New York (delstat)
சீரியம்	Cerium
பிரசியோடைமியம்	Praseodym
றோட் தீவு	Rhode Island
நியோடைமியம்	Neodym
பூச்சி	Insekter
மேரிலாந்து	Maryland
டெலவெயர்	Delaware
விளாதிமிர் லெனின்	Vladimir Lenin
யூரோப்பியம்	Europium
ஒகையோ	Ohio
வேர்ஜில்	Vergilius
நிக்கோலோ மாக்கியவெல்லி	Niccolò Machiavelli
பென்சில்வேனியா	Pennsylvania
யூட்டர்சென்	Uetersen
அகஸ்ட்டஸ்	Augustus
மைக்ரோசாப்ட் விண்டோசு	Microsoft Windows
நியூ செர்சி	New Jersey
ஜிப்ரால்ட்டர்	Gibraltar
குளோடியசு	Claudius
பின்னிய மொழி	Finska
நீரோ	Nero
இந்தியானா	Indiana
நோக்கியா	Nokia
தானுந்து	Bil
யுவென்டசு கால்பந்துக் கழகம்	Juventus FC
திராயான்	Trajanus
ரொஜர் பெடரர்	Roger Federer
ஜோர்ஜியா (மாநிலம்)	Georgia
கே டீ ஈ	KDE
சாகிரேப்	Zagreb
இராச்சசுத்தான்	Rajasthan
டெக்சஸ்	Texas
தமிழ்நாடு	Tamil Nadu
செனோவா	Genua
பசிளிகாதா	Basilicata
வட கரொலைனா	North Carolina
தென் கரொலைனா	South Carolina
கலபிரியா	Kalabrien
சிசிலி	Sicilien
மணிலா	Manila
சார்தீனியா	Sardinien
பேர்டினண்ட் மார்க்கோஸ்	Ferdinand Marcos
பெனிக்னோ அக்கீனோ III	Benigno Aquino III
செபு நகரம்	Cebu City
லுவார் ஆறு	Loire
செய்ன் ஆறு	Seine
குரோன் நோய்	Crohns sjukdom
டவாவோ நகரம்	Davao
குவிசோன் நகரம்	Quezon City
கலூக்கன்	Kalookan City
பொர்தோ	Bordeaux
கொரசோன் அக்கினோ	Corazon Aquino
மண்டலிய செம்முருடு	Systemisk lupus erythematosus
புவெனஸ் ஐரிஸ்	Buenos Aires
மெக்சிக்கோ நகரம்	Mexico City
தோக்கியோ	Tokyo prefektur
லா பாஸ்	La Paz
பார்செலோனா	Barcelona
அன்னாசி	Ananas
மிசிசிப்பி	Mississippi
பெர்டினென்ட் மகலன்	Ferdinand Magellan
மிசிசிப்பி ஆறு	Mississippifloden
உத்தரப் பிரதேசம்	Uttar Pradesh
உத்தராகண்டம்	Uttarakhand
ஒசே ரிசால்	José Rizal
நீச்சற் குளம்	Bassäng
மிசோரம்	Mizoram
சிக்கிம்	Sikkim
டென்னிசி	Tennessee
ரிச்சார்ட் வாக்னர்	Richard Wagner
ஆர். எல். இசுட்டீவன்சன்	Robert Louis Stevenson
நாக்பூர்	Nagpur
அபுதாபி (நகரம்)	Abu Dhabi
அஸ்தானா	Astana
நியூ மெக்சிகோ	New Mexico
இரண்டாம் ராமேசஸ்	Ramses II
ஏதென்ஸ்	Aten
சுற்றுச்சந்தி	Cirkulationsplats
மினசோட்டா	Minnesota
பக்தாத்	Bagdad
கரகஸ்	Caracas
ஒருங்கிணைந்த அனைத்துலக நேரம்	Koordinerad universell tid
விஸ்கொன்சின்	Wisconsin
புனே	Pune
அயோவா	Iowa
நெப்ராஸ்கா	Nebraska
குவாத்தமாலா நகரம்	Guatemala City
கேன்சஸ்	Kansas
அவானா	Havanna
புகையிலை	Tobak
இந்தி	Hindi
மராத்தி	Marathi
அவாஸ்ட்!	Avast
இண்டர்நெட் எக்சுபுளோரர்	Internet Explorer
பிள்ளையார்	Ganesha
மிசூரி	Missouri
ஜார்ஜ் ஓம்	Georg Ohm
லூசியானா	Louisiana
நாகாலாந்து	Nagaland
கென்டக்கி	Kentucky
ஆர்கன்சா	Arkansas
நீல் ஆம்ஸ்ட்றோங்	Neil Armstrong
உருது	Urdu
எடித் பியாஃப்	Édith Piaf
எல்பா ஆறு	Elbe
ஓக்லகோமா	Oklahoma
தன்யூப் ஆறு	Donau
மோசெல் ஆறு	Mosel
நெக்கர் ஆறு	Neckar
புடுவன்	Butuan City
வடகடல்	Nordsjön
தியூசல்டோர்ஃபு	Düsseldorf
மியூனிக்	München
கைப்பந்தாட்டம்	Volleyboll
வியன்னா	Wien
மடோனா (பொழுதுபோக்கு கலைஞர்)	Madonna (artist)
கோபனாவன்	Köpenhamn
கலினின்கிராட் ஒப்லாஸ்து	Kaliningrad oblast
ஸ்டாக்ஹோம்	Stockholm
எல்சிங்கி	Helsingfors
டப்லின்	Dublin
ரெய்க்யவிக்	Reykjavik
தாலின்	Tallinn
ரீகா	Riga
சன்சிபார்	Zanzibar
லூயிசு ஆம்சுட்ராங்	Louis Armstrong
பிராத்திஸ்லாவா	Bratislava
புடாபெஸ்ட்	Budapest
கதான்ஸ்க்	Gdańsk
பிராங்க்ஃபுர்ட்	Frankfurt am Main
விராத்ஸ்சாஃப்	Wrocław
கொச்சி	Kochi, Kerala
இலந்தனம்	Lantan
புரோமித்தியம்	Prometium
வானியல் அலகு	Astronomisk enhet
சமாரியம்	Samarium
பாகியோ	Baguio City
கடோலினியம்	Gadolinium
ஜீனடின் ஜிதேன்	Zinedine Zidane
டெர்பியம்	Terbium
கத்தோலிக்கம்	Katolicism
லக்சம்பர்க் (நகரம்)	Luxemburg (stad)
டிசிப்ரோசியம்	Dysprosium
விவிலியம்	Bibeln
ஓல்மியம்	Holmium
எர்பியம்	Erbium
புனோம் பென்	Phnom Penh
தூலியம்	Tulium
ஹோ சி மின் நகரம்	Ho Chi Minh-staden
இட்டெர்பியம்	Ytterbium
லியுதேத்தியம்	Lutetium
ஹனோய்	Hanoi
உண்மையான இயேசு தேவாலயம்	The True Jesus Church
ஆங்கிலம்	Engelska
பேங்காக்	Bangkok
அந்தோரா லா வேலா	Andorra la Vella
கோலாலம்பூர்	Kuala Lumpur
தாய்பெய்	Taipei
அமெரிசியம்	Americium
ஆர்க்காங்கெல்சிக் ஓபலாசுத்து	Archangelsk oblast
கியூரியம்	Curium
கன்செப்சியான்	Concepción, Chile
பெர்க்கிலியம்	Berkelium
கலிபோர்னியம்	Californium
பண்ணுறவாண்மை	Diplomati
ஐன்ஸ்டைனியம்	Einsteinium
பெர்மியம்	Fermium
கலியாரி	Cagliari
மெண்டலீவியம்	Mendelevium
கீவ்	Kiev
நொபிலியம்	Nobelium
ஒன்ராறியோ	Ontario
இலாரென்சியம்	Lawrencium
கரீம் பென்சிமா	Karim Benzema
கரேலியா	Karelska republiken
ஒட்டாவா	Ottawa
விண்வெளிப் போட்டி	Rymdkapplöpningen
வெள்ளியின் வளிமண்டலம்	Venus atmosfär
வியாழனின் நிலாக்கள்	Jupiters naturliga satelliter
மானிட்டோபா	Manitoba
ஆல்பர்ட்டா	Alberta
நோவா ஸ்கோசியா	Nova Scotia
யெரெவான்	Jerevan
கோன்ஸ்கோவோலா	Końskowola
தாருஸ்ஸலாம்	Dar es-Salaam
கர்த்தூம்	Khartoum
நியூ பிரன்சுவிக்	New Brunswick
பார்முலா 1	Formel 1
சனியின் நிலவுகள்	Saturnus naturliga satelliter
பிரிட்டிசு கொலம்பியா	British Columbia
இளவரசர் எட்வர்ட் தீவு	Prince Edward Island
2000	2000
2003	2003
2002	2002
2001	2001
சஸ்காச்சுவான்	Saskatchewan
2012	2012
2011	2011
2010	2010
2009	2009
காபனீரொக்சைட்டு	Koldioxid
2013	2013
2014	2014
2015	2015
நியூஃபவுன்லாந்து மற்றும் லாப்ரடோர்	Newfoundland och Labrador
2008	2008
யாவாக்கிறிட்டு	Javascript
வடமேற்கு நிலப்பகுதிகள்	Northwest Territories
யூக்கான்	Yukon
2004	2004
2005	2005
2006	2006
நுனாவுட்	Nunavut
2007	2007
கார்பனோரொக்சைட்டு	Kolmonoxid
இக்காலுயிட்	Iqaluit
1900	1900
1901	1901
சார்லஸ் டி கோல்	Charles de Gaulle
1902	1902
1903	1903
1904	1904
1905	1905
1907	1907
1906	1906
1908	1908
1909	1909
வைட்ஹார்ஸ், யூக்கான்	Whitehorse
1992	1992
யெலோனைஃப்	Yellowknife
1991	1991
யேசண்	JSON
1990	1990
1993	1993
எசன்	Essen
1994	1994
1995	1995
1996	1996
டேவிட் லிஞ்ச் (இயக்குனர்)	David Lynch
