अफ़्रीका	Afrika
मराठी भाषा	Marathi
अवास्ट!	Avast
इण्टरनेट ऍक्सप्लोरर	Internet Explorer
सिगार	Cigarr
सिगरेट	Cigarett
गणेश	Ganesha
मिज़ूरी	Missouri
जॉर्ज साइमन ओम	Georg Ohm
लुईज़ियाना	Louisiana
नागालैण्ड	Nagaland
केन्टकी	Kentucky
अल्फा रोमियो 159	Alfa Romeo 159
आर्कन्सा	Arkansas
उर्दू भाषा	Urdu
ओक्लाहोमा	Oklahoma
डैन्यूब नदी	Donau
मो फरहा	Mo Farah
उत्तरी सागर	Nordsjön
काइल	Kiel
पॉट्सडैम	Potsdam
हनोवर	Hannover
डसेलडॉर्फ़	Düsseldorf
मैन्ज़	Mainz
विसबैडेन	Wiesbaden
सारब्रुकेन	Saarbrücken
म्यूनिख	München
समारा ओब्लास्त	Samara oblast
अरफ़र्ट	Erfurt
ड्रेसडेन	Dresden
मागदेबुर्ग	Magdeburg
वालीबॉल	Volleyboll
वियना	Wien
मैडोना (मनोरंजनकर्ता)	Madonna (artist)
कोपनहेगन	Köpenhamn
स्टॉकहोम	Stockholm
हेलसिंकी	Helsingfors
मूरमान्स्क ओब्लास्त	Murmansk oblast
डबलिन	Dublin
मूरमान्स्क	Murmansk
रेक्जाविक	Reykjavik
ताल्लिन	Tallinn
रीगा	Riga
ज़ांज़ीबार	Zanzibar
लुईस आर्मस्ट्रांग	Louis Armstrong
बुडापेस्ट	Budapest
फ़्रैंकफ़र्ट	Frankfurt am Main
कोच्चि	Kochi, Kerala
लाञ्थनम	Lantan
प्रोमेथियम	Prometium
खगोलीय इकाई	Astronomisk enhet
सैमरियम	Samarium
आचे	Aceh
ग्याडोलिनियम	Gadolinium
ज़िनेदिन जिदेन	Zinedine Zidane
टर्बियम	Terbium
कैथोलिक धर्म	Katolicism
डिस्प्रोसियम	Dysprosium
बाइबिल	Bibeln
होल्मियम	Holmium
अर्बियम	Erbium
नामपेन्ह	Phnom Penh
थुलियम	Tulium
हो ची मिन्ह शहर	Ho Chi Minh-staden
यिट्टरबियम	Ytterbium
लुटेटियम	Lutetium
हनोई	Hanoi
ईसा मसीह सत्य गिरजाघर	The True Jesus Church
अंग्रेज़ी भाषा	Engelska
बैंकॉक	Bangkok
कुआ लालम्पुर	Kuala Lumpur
ताइपे	Taipei
आरख़ान्गेल्स्क ओब्लास्त	Archangelsk oblast
क्यूरियम	Curium
कॉन्सेप्सिओन	Concepción, Chile
बर्केलियम	Berkelium
राजनय	Diplomati
आइंस्टीनियम	Einsteinium
पेत्रोज़ावोद्स्क	Petrozavodsk
फर्मीयम	Fermium
मेण्डेलीवियम	Mendelevium
कीव	Kiev
नोबेलियम	Nobelium
ओण्टारियो	Ontario
लॉरेंशियम	Lawrencium
कारेलिया गणतंत्र	Karelska republiken
ओटावा	Ottawa
शुक्र का वायुमंडल	Venus atmosfär
बृहस्पति के प्राकृतिक उपग्रह	Jupiters naturliga satelliter
जुबा	Juba
मानिटोबा	Manitoba
अल्बर्टा	Alberta
येरवान	Jerevan
कोंस्कोवोला	Końskowola
दार अस सलाम	Dar es-Salaam
खार्तूम	Khartoum
फ़ॉर्मूला वन	Formel 1
शनि के प्राकृतिक उपग्रह	Saturnus naturliga satelliter
ब्रिटिश कोलम्बिया	British Columbia
२०००	2000
२००३	2003
२००२	2002
२००१	2001
२०१२	2012
२०११	2011
२०१०	2010
२००९	2009
कार्बन डाईऑक्साइड	Koldioxid
२०१३	2013
२०१४	2014
२०१५	2015
२००८	2008
जावास्क्रिप्ट	Javascript
२००४	2004
२००५	2005
ड्रैगन बॉल	Dragon Ball
२००६	2006
२००७	2007
कार्बन मोनोआक्साइड	Kolmonoxid
लिनक्स मिण्ट	Linux Mint
वेरोना	Verona
नोटपैड++	Notepad++
१९००	1900
१९०१	1901
चार्ल्स डी गॉल	Charles de Gaulle
१९०२	1902
फ़्लोरेन्स	Florens
१९०३	1903
१९०४	1904
१९०५	1905
१९०७	1907
१९०६	1906
ए सी एफ फिओरेंटीना	ACF Fiorentina
एचटीएमएल फाइव	HTML5
१९०८	1908
१९०९	1909
१९९२	1992
१९९१	1991
१९९०	1990
१९९३	1993
१९९४	1994
१९९५	1995
१९९६	1996
१९१०	1910
१९११	1911
१९१२	1912
लिपजिग	Leipzig
१९१३	1913
१९१४	1914
१९१५	1915
१९१६	1916
१९९७	1997
१९९८	1998
१९९९	1999
१९१७	1917
१९१८	1918
भोजन	Mat
साँप	Ormar
ज़्याक शिराक	Jacques Chirac
प्रकाश का वेग	Ljusets hastighet
एक्स॰एम॰एल॰	XML
इरुमेशियो	Oralsex
न्यूट्रिनो	Neutrino
वरुण के प्राकृतिक उपग्रह	Neptunus naturliga satelliter
सन गोकू (ड्रैगन बॉल)	Son-Goku
क्यूबेक नगर	Québec (stad)
१ जनवरी	1 januari
२ जनवरी	2 januari
अरुण के प्राकृतिक उपग्रह	Uranus naturliga satelliter
सुभाष चन्द्र बोस	Subhas Chandra Bose
१९२०	1920
३ जनवरी	3 januari
१९१९	1919
१९२१	1921
१९२२	1922
४ जनवरी	4 januari
१९२३	1923
१९२४	1924
क्षुद्रग्रह घेरा	Asteroidbältet
क्यू आर पीडिया	QRpedia
जेपीईजी	JPEG
बौना ग्रह	Dvärgplanet
५ जनवरी	5 januari
एरिका	Arica
६ जनवरी	6 januari
इलेक्ट्रॉन	Elektron
७ जनवरी	7 januari
८ जनवरी	8 januari
वेलीकी नोव्गोरोड	Novgorod
९ जनवरी	9 januari
१० जनवरी	10 januari
११ जनवरी	11 januari
१२ जनवरी	12 januari
बज़ एल्ड्रिन	Buzz Aldrin
१३ जनवरी	13 januari
बर्मिंघम	Birmingham
१४ जनवरी	14 januari
१५ जनवरी	15 januari
१६ जनवरी	16 januari
टॉम हैंक्स	Tom Hanks
१७ जनवरी	17 januari
१८ जनवरी	18 januari
१९ जनवरी	19 januari
२० जनवरी	20 januari
औद्योगिक क्रांति	Industriella revolutionen
बेंजीन	Bensen
२१ जनवरी	21 januari
२२ जनवरी	22 januari
२३ जनवरी	23 januari
रोमन साम्राज्य	Romerska kejsardömet
२४ जनवरी	24 januari
२५ जनवरी	25 januari
मिन्‍स्‍क	Minsk
२६ जनवरी	26 januari
माइक्रोसॉफ़्ट	Microsoft
२७ जनवरी	27 januari
२८ जनवरी	28 januari
२९ जनवरी	29 januari
३० जनवरी	30 januari
३१ जनवरी	31 januari
त्वेर ओब्लास्ट	Tver oblast
चक	Chuck (TV-serie)
प्रोटॉन	Proton
२ दिसम्बर	2 december
१ दिसम्बर	1 december
३ दिसम्बर	3 december
७ दिसम्बर	7 december
५ दिसम्बर	5 december
८ दिसम्बर	8 december
१० दिसम्बर	10 december
६ दिसम्बर	6 december
९ दिसम्बर	9 december
पिंक फ़्लॉइड	Pink Floyd
४ दिसम्बर	4 december
१ फ़रवरी	1 februari
२ फ़रवरी	2 februari
३ फ़रवरी	3 februari
कुरुफ़	Kurów
४ फ़रवरी	4 februari
५ फ़रवरी	5 februari
६ फ़रवरी	6 februari
७ फ़रवरी	7 februari
८ फ़रवरी	8 februari
९ फ़रवरी	9 februari
१० फ़रवरी	10 februari
रसायन शास्त्र	Kemi
१४ फ़रवरी	14 februari
१३ फ़रवरी	13 februari
१५ फरवरी	15 februari
११ फ़रवरी	11 februari
१२ फ़रवरी	12 februari
रोबिन वन पेर्सिए	Robin van Persie
१९ फरवरी	19 februari
१७ फ़रवरी	17 februari
१६ फ़रवरी	16 februari
१८ फ़रवरी	18 februari
२० फ़रवरी	20 februari
विश्लेषी रसायन	Analytisk kemi
न्यूट्रॉन	Neutron
२१ फ़रवरी	21 februari
२२ फ़रवरी	22 februari
२३ फ़रवरी	23 februari
२४ फ़रवरी	24 februari
२५ फ़रवरी	25 februari
२६ फरवरी	26 februari
२७ फ़रवरी	27 februari
२८ फ़रवरी	28 februari
११ दिसम्बर	11 december
२९ फ़रवरी	29 februari
१२ दिसम्बर	12 december
सी शार्प	C-sharp
विज़ुअल बेसिक	Visual Basic
१३ दिसम्बर	13 december
१४ दिसम्बर	14 december
१५ दिसम्बर	15 december
२ मार्च	2 mars
३ मार्च	3 mars
५ मार्च	5 mars
१ मार्च	1 mars
७ मार्च	7 mars
८ मार्च	8 mars
४ मार्च	4 mars
१० मार्च	10 mars
११ मार्च	11 mars
६ मार्च	6 mars
१३ मार्च	13 mars
९ मार्च	9 mars
१२ मार्च	12 mars
१५ मार्च	15 mars
१४ मार्च	14 mars
सी++	C++
हाइड्रोक्लोरिक अम्ल	Saltsyra
१६ दिसम्बर	16 december
१७ दिसम्बर	17 december
१६ मार्च	16 mars
१७ मार्च	17 mars
१८ मार्च	18 mars
यरोस्लाव	Jaroslavl
१९ मार्च	19 mars
१९८९	1989
१९८८	1988
२० मार्च	20 mars
१९८७	1987
१९८६	1986
१९८५	1985
१९८४	1984
२१ मार्च	21 mars
१९८३	1983
२२ मार्च	22 mars
१९८२	1982
१९८१	1981
१८ दिसम्बर	18 december
१९८०	1980
२३ मार्च	23 mars
मोगादीशू	Mogadishu
१९ दिसम्बर	19 december
२४ मार्च	24 mars
२५ मार्च	25 mars
२० दिसम्बर	20 december
२६ मार्च	26 mars
२७ मार्च	27 mars
२८ मार्च	28 mars
२९ मार्च	29 mars
३० मार्च	30 mars
३१ मार्च	31 mars
एण्ड्रोमेडा गैलेक्सी	Andromedagalaxen
साना	Sanaa
१९७०	1970
१९७१	1971
१९७२	1972
