Aprika	Afrika
Lungsod ng Florencia	Florens
1903	1903
1904	1904
1905	1905
1907	1907
1906	1906
1908	1908
1909	1909
1992	1992
Yellowknife	Yellowknife
1991	1991
1990	1990
1993	1993
Essen, Alemanya	Essen
1994	1994
1995	1995
1996	1996
Republika ng Komi	Komi (delrepublik)
1910	1910
1911	1911
1912	1912
1913	1913
1914	1914
1915	1915
1916	1916
1997	1997
1998	1998
Nuremberg	Nürnberg
1999	1999
1917	1917
1918	1918
Pagkain	Mat
Edmonton	Edmonton
Ahas	Ormar
Jacques Chirac	Jacques Chirac
Bilis ng liwanag	Ljusets hastighet
Pakikipagtalik sa pamamagitan ng bibig	Oralsex
Regina, Saskatchewan	Regina, Saskatchewan
Victoria, British Columbia	Victoria, British Columbia
Winnipeg	Winnipeg
Halifax, Nova Scotia	Halifax, Nova Scotia
Syktyvkar	Syktyvkar
Cherepovets	Tjerepovets
Lungsod ng Québec	Québec (stad)
Enero 1	1 januari
Enero 2	2 januari
1920	1920
Enero 3	3 januari
1919	1919
Valencia, Bukidnon	Valencia (Bukidnon)
1921	1921
Nenets Autonomous Okrug	Nentsien
1922	1922
Enero 4	4 januari
1923	1923
1924	1924
Naryan-Mar	Narjan-Mar
Riau	Riau
Malolos	Malolos
Sosyalistang Pederatibong Republikang Sobyet ng Rusya	Ryska SFSR
Georges Pompidou	Georges Pompidou
Meycauayan	Meycauayan
Leningrad Oblast	Leningrad oblast
San Jose del Monte	San Jose del Monte
Romulus at Remus	Romulus och Remus
Planetang unano	Dvärgplanet
Tuguegarao	Tuguegarao City
Enero 5	5 januari
Iriga	Iriga City
Naga, Camarines Sur	Naga City
Roxas, Capiz	Roxas City
Pskov	Pskov
Pskov Oblast	Pskov oblast
Syzran	Syzran
Enero 6	6 januari
Lalawigan ng Kapuluan ng Riau	Kepulauan Riau
Elektron	Elektron
Enero 7	7 januari
Enero 8	8 januari
Veliky Novgorod	Novgorod
Enero 9	9 januari
Novgorod Oblast	Novgorod oblast
Enero 10	10 januari
Nizhny Novgorod Oblast	Nizjnij Novgorod oblast
Enero 11	11 januari
Enero 12	12 januari
Buzz Aldrin	Buzz Aldrin
Scipio Africanus	Scipio Africanus
Enero 13	13 januari
Birmingham	Birmingham
Enero 14	14 januari
Enero 15	15 januari
Enero 16	16 januari
Tom Hanks	Tom Hanks
Enero 17	17 januari
Enero 18	18 januari
Enero 19	19 januari
Enero 20	20 januari
Rebolusyong Industriyal	Industriella revolutionen
Enero 21	21 januari
Enero 22	22 januari
Enero 23	23 januari
Imperyong Romano	Romerska kejsardömet
Enero 24	24 januari
Enero 25	25 januari
Minsk	Minsk
Enero 26	26 januari
Microsoft	Microsoft
Enero 27	27 januari
Enero 28	28 januari
Enero 29	29 januari
Enero 30	30 januari
Tver	Tver
Enero 31	31 januari
Tver Oblast	Tver oblast
Proton	Proton
Disyembre 2	2 december
Disyembre 1	1 december
Disyembre 3	3 december
Disyembre 7	7 december
Disyembre 5	5 december
Disyembre 8	8 december
Disyembre 10	10 december
Disyembre 6	6 december
Disyembre 9	9 december
Pink Floyd	Pink Floyd
Disyembre 4	4 december
Pebrero 1	1 februari
Pebrero 2	2 februari
Sodium chloride	Natriumklorid
Pebrero 3	3 februari
Kurów	Kurów
Pebrero 4	4 februari
Pebrero 5	5 februari
Pebrero 6	6 februari
Pebrero 7	7 februari
Pebrero 8	8 februari
Pebrero 9	9 februari
Pebrero 10	10 februari
Kimika	Kemi
Led Zepellin	Led Zeppelin
Pebrero 14	14 februari
Pebrero 13	13 februari
Pebrero 15	15 februari
Pebrero 11	11 februari
Pebrero 12	12 februari
Smolensk	Smolensk
Pebrero 19	19 februari
Pebrero 17	17 februari
Pebrero 16	16 februari
Pebrero 18	18 februari
Pebrero 20	20 februari
Mapanuring kimika	Analytisk kemi
Smolensk Oblast	Smolensk oblast
Neutron	Neutron
Pebrero 21	21 februari
Pebrero 22	22 februari
Pebrero 23	23 februari
Pebrero 24	24 februari
Pebrero 25	25 februari
Pebrero 26	26 februari
27	27
Pebrero 27	27 februari
Pebrero 28	28 februari
Disyembre 11	11 december
Pebrero 29	29 februari
Disyembre 12	12 december
Disyembre 13	13 december
Disyembre 14	14 december
Disyembre 15	15 december
Marso 2	2 mars
Marso 3	3 mars
Marso 5	5 mars
Marso 1	1 mars
Marso 7	7 mars
Marso 8	8 mars
Marso 4	4 mars
Marso 10	10 mars
Marso 11	11 mars
Marso 6	6 mars
Marso 13	13 mars
Marso 9	9 mars
Marso 12	12 mars
Marso 15	15 mars
Marso 14	14 mars
Disyembre 16	16 december
Disyembre 17	17 december
Marso 16	16 mars
Marso 17	17 mars
Marso 18	18 mars
Yaroslavl	Jaroslavl
Marso 19	19 mars
1989	1989
1988	1988
Marso 20	20 mars
1987	1987
1986	1986
1985	1985
1984	1984
Marso 21	21 mars
1983	1983
Marso 22	22 mars
1982	1982
1981	1981
Disyembre 18	18 december
1980	1980
Marso 23	23 mars
Yaroslavl Oblast	Jaroslavl oblast
Mogadiscio	Mogadishu
Disyembre 19	19 december
Marso 24	24 mars
Marso 25	25 mars
Disyembre 20	20 december
Marso 26	26 mars
Marso 27	27 mars
Marso 28	28 mars
Marso 29	29 mars
Marso 30	30 mars
Marso 31	31 mars
Nassau	Nassau, Bahamas
Galaksiyang Andromeda	Andromedagalaxen
Sanaa	Sanaa
1970	1970
1971	1971
1972	1972
1973	1973
1974	1974
1975	1975
1976	1976
1977	1977
1978	1978
1979	1979
1969	1969
Karang ng Tarawa	Tarawa
Digmaan ng Tatlumpung Taon	Trettioåriga kriget
Papa Benedicto XVI	Benedictus XVI
Abril 15	15 april
Abril 13	13 april
Abril 12	12 april
Abril 14	14 april
Abril 11	11 april
Abril 10	10 april
Abril 8	8 april
Abril 9	9 april
Abril 7	7 april
Abril 6	6 april
Abril 5	5 april
Abril 4	4 april
Abril 3	3 april
Abril 1	1 april
Abril 2	2 april
Teleskopyong Pangkalawakang Hubble	Rymdteleskopet Hubble
Abril 16	16 april
Abril 17	17 april
Abril 18	18 april
Abril 19	19 april
Abril 20	20 april
Abril 21	21 april
Abril 22	22 april
Abril 23	23 april
Abril 24	24 april
Gerhard Schröder	Gerhard Schröder
Abril 25	25 april
Abril 26	26 april
Abril 27	27 april
Abril 28	28 april
Abril 29	29 april
Abril 30	30 april
Likas na satelayt	Måne
Joachim Gauck	Joachim Gauck
Pagkatuto ng makina	Maskininlärning
Christian Wulff	Christian Wulff
Horst Köhler	Horst Köhler
Mayo 1	1 maj
Mayo 2	2 maj
Mayo 3	3 maj
Mayo 4	4 maj
Mayo 5	5 maj
Mayo 6	6 maj
Mayo 7	7 maj
Mayo 8	8 maj
Mayo 9	9 maj
Mayo 10	10 maj
Mayo 11	11 maj
Mayo 12	12 maj
Mayo 13	13 maj
Mayo 14	14 maj
Mayo 15	15 maj
Titan (buwan)	Titan (måne)
Mayo 16	16 maj
Mayo 17	17 maj
Mayo 18	18 maj
Mayo 19	19 maj
Mayo 20	20 maj
Mayo 21	21 maj
Mayo 22	22 maj
Mayo 23	23 maj
Mayo 24	24 maj
Mayo 25	25 maj
Mayo 26	26 maj
Mayo 27	27 maj
Mayo 28	28 maj
Mayo 29	29 maj
Mayo 30	30 maj
Mayo 31	31 maj
Kostroma	Kostroma
Kostroma Oblast	Kostroma oblast
Paul McCartney	Paul McCartney
Disyembre 21	21 december
Papa Pio XII	Pius XII
Hunyo 14	14 juni
Hunyo 15	15 juni
Hunyo 13	13 juni
Hunyo 10	10 juni
Hunyo 7	7 juni
Hunyo 11	11 juni
Hunyo 9	9 juni
Hunyo 12	12 juni
Hunyo 6	6 juni
Hunyo 8	8 juni
Hunyo 5	5 juni
Hunyo 3	3 juni
Hunyo 2	2 juni
Hunyo 1	1 juni
Hunyo 4	4 juni
Ivanovo	Ivanovo
Ringo Starr	Ringo Starr
Napoli (lungsod)	Neapel
Disyembre 22	22 december
10 Hygiea	10 Hygiea
George Harrison	George Harrison
1968	1968
1967	1967
1966	1966
1965	1965
1964	1964
Hunyo 16	16 juni
Ivanovo Oblast	Ivanovo oblast
Lungsod ng Palermo	Palermo
Hunyo 30	30 juni
Hunyo 29	29 juni
Hunyo 28	28 juni
Hunyo 26	26 juni
Hunyo 25	25 juni
Hunyo 22	22 juni
Hunyo 27	27 juni
Hunyo 24	24 juni
Hunyo 20	20 juni
Hunyo 23	23 juni
Hunyo 19	19 juni
Hunyo 18	18 juni
Hunyo 21	21 juni
Hunyo 17	17 juni
Disyembre 23	23 december
Wilhelm II, Emperador ng Alemanya	Vilhelm II av Tyskland
Bruce Willis	Bruce Willis
Vladimir	Vladimir, Ryssland
Arnold Schwarzenegger	Arnold Schwarzenegger
Hulyo 15	15 juli
Hulyo 13	13 juli
Hulyo 12	12 juli
Hulyo 10	10 juli
Hulyo 9	9 juli
Hulyo 14	14 juli
Hulyo 8	8 juli
Hulyo 7	7 juli
Hulyo 6	6 juli
Hulyo 5	5 juli
Hulyo 2	2 juli
Hulyo 4	4 juli
Hulyo 3	3 juli
Hulyo 1	1 juli
Hulyo 11	11 juli
Vladimir Oblast	Vladimir oblast
Disyembre 24	24 december
Sasha Grey	Sasha Grey
Hulyo 31	31 juli
Hulyo 30	30 juli
Hulyo 29	29 juli
Hulyo 28	28 juli
Hulyo 27	27 juli
Hulyo 25	25 juli
Hulyo 24	24 juli
Hulyo 23	23 juli
Hulyo 26	26 juli
Hulyo 22	22 juli
Hulyo 19	19 juli
Hulyo 21	21 juli
Hulyo 20	20 juli
Hulyo 17	17 juli
Hulyo 18	18 juli
Hulyo 16	16 juli
Futbol	Fotboll
Disyembre 25	25 december
Ryazan	Rjazan
Lungsod ng Siena	Siena
Ryazan Oblast	Rjazan oblast
1963	1963
Urbino	Urbino
Disyembre 26	26 december
Holocaust	Förintelsen
1962	1962
IPhone	Iphone
Tula, Russia	Tula
Agosto 14	14 augusti
Agosto 15	15 augusti
Agosto 13	13 augusti
Agosto 12	12 augusti
Agosto 11	11 augusti
Agosto 10	10 augusti
Agosto 8	8 augusti
Agosto 7	7 augusti
Agosto 9	9 augusti
Agosto 5	5 augusti
Agosto 4	4 augusti
Agosto 2	2 augusti
Agosto 3	3 augusti
Agosto 6	6 augusti
Agosto 1	1 augusti
Geronimo	Geronimo
Tula Oblast	Tula oblast
Magkapatid na Grimm	Bröderna Grimm
Disyembre 27	27 december
Bryansk	Brjansk
Madrid	Madrid
Elton John	Elton John
Bryansk Oblast	Brjansk oblast
Submarino	Ubåt
Agosto 16	16 augusti
Coca-Cola	Coca-Cola
Agosto 29	29 augusti
Agosto 28	28 augusti
Agosto 30	30 augusti
Agosto 25	25 augusti
Agosto 26	26 augusti
Agosto 23	23 augusti
Agosto 27	27 augusti
Agosto 21	21 augusti
Agosto 20	20 augusti
Agosto 24	24 augusti
Agosto 18	18 augusti
Agosto 17	17 augusti
Agosto 22	22 augusti
Agosto 19	19 augusti
Agosto 31	31 augusti
Michael Jackson	Michael Jackson
Disyembre 28	28 december
Kaluga	Kaluga
Trangkaso	Influensa
Bogotá	Bogotá
Kaluga Oblast	Kaluga oblast
Brasilia	Brasília
Marijuana	Cannabis
Setyembre 15	15 september
Setyembre 14	14 september
Setyembre 13	13 september
Setyembre 12	12 september
Setyembre 8	8 september
Setyembre 11	11 september
Setyembre 7	7 september
Setyembre 10	10 september
Setyembre 5	5 september
Setyembre 4	4 september
Setyembre 9	9 september
Setyembre 2	2 september
Setyembre 6	6 september
Setyembre 1	1 september
Setyembre 3	3 september
Disyembre 29	29 december
Alaksandr Łukašenka	Aleksandr Lukasjenko
Lungsod ng Lima	Lima
Analisis ng pangunahing bahagi	Principalkomponentanalys
Setyembre 30	30 september
Setyembre 29	29 september
Setyembre 28	28 september
Setyembre 27	27 september
Setyembre 26	26 september
Setyembre 25	25 september
Santiago, Tsile	Santiago de Chile
Setyembre 23	23 september
Setyembre 22	22 september
Setyembre 24	24 september
Setyembre 21	21 september
Setyembre 20	20 september
Setyembre 18	18 september
Setyembre 17	17 september
Sosyalistang Republikang Sobyetikang ng Belorusya	Vitryska SSR
Setyembre 19	19 september
Setyembre 16	16 september
Quito	Quito
Disyembre 30	30 december
Sucre	Sucre
Disyembre 31	31 december
Oktubre 1	1 oktober
Oktubre 15	15 oktober
Oktubre 12	12 oktober
Oktubre 10	10 oktober
Oktubre 14	14 oktober
Oktubre 9	9 oktober
Oktubre 8	8 oktober
Oktubre 13	13 oktober
Oktubre 7	7 oktober
Oktubre 11	11 oktober
Oktubre 6	6 oktober
Oktubre 4	4 oktober
Oktubre 5	5 oktober
Oktubre 3	3 oktober
Oktubre 2	2 oktober
Asuncion	Asunción
Kambing	Tamget
Palasyo ng Bersalyes	Slottet i Versailles
Oktubre 31	31 oktober
Oktubre 30	30 oktober
Oktubre 29	29 oktober
Oktubre 28	28 oktober
Oktubre 26	26 oktober
Oktubre 25	25 oktober
Oktubre 24	24 oktober
Oktubre 27	27 oktober
Oktubre 22	22 oktober
Oktubre 23	23 oktober
Oktubre 20	20 oktober
Oktubre 21	21 oktober
Oktubre 19	19 oktober
Oktubre 17	17 oktober
Oktubre 16	16 oktober
Oktubre 18	18 oktober
Katedral	Katedral
Kalayaan	Frihet
Nobyembre 15	15 november
Nobyembre 14	14 november
Nobyembre 13	13 november
Nobyembre 12	12 november
Nobyembre 11	11 november
Nobyembre 10	10 november
Nobyembre 7	7 november
Nobyembre 8	8 november
Nobyembre 9	9 november
Nobyembre 6	6 november
Nobyembre 5	5 november
Nobyembre 4	4 november
Nobyembre 3	3 november
Nobyembre 2	2 november
Nobyembre 1	1 november
Amy Johnson	Amy Johnson
Paramaribo	Paramaribo
2 Pallas	2 Pallas
3 Juno	3 Juno
ICarly	Icarly
Nobyembre 30	30 november
Nobyembre 29	29 november
Nobyembre 28	28 november
Nobyembre 27	27 november
Nobyembre 26	26 november
Nobyembre 25	25 november
Nobyembre 23	23 november
Nobyembre 24	24 november
Nobyembre 21	21 november
Nobyembre 20	20 november
Nobyembre 22	22 november
Nobyembre 19	19 november
Nobyembre 18	18 november
Nobyembre 17	17 november
Nobyembre 16	16 november
4 Vesta	4 Vesta
Katmandu	Katmandu
Belmopan	Belmopan
Carlomagno	Karl den store
San José, Costa Rica	San José, Costa Rica
San Salvador	San Salvador
Canberra	Canberra
Io (buwan)	Io (måne)
Oryol Oblast	Orjol oblast
Sydney	Sydney
Lunti	Grön
Callisto (buwan)	Callisto
Melbourne	Melbourne
Pula	Röd
Europa (buwan)	Europa (måne)
Muon	Myon
Kursk	Kursk
Ganymede (buwan)	Ganymedes (måne)
Kursk Oblast	Kursk oblast
Perth, Kanlurang Australya	Perth, Western Australia
Apoy	Eld
Photon	Foton
Kanlurang Australya	Western Australia
New South Wales	New South Wales
Positron	Positron
Hilagang Teritoryo	Northern Territory
Tegucigalpa	Tegucigalpa
Amalthea (buwan)	Amalthea (måne)
Managua	Managua
Gluon	Gluon
Charles Martel	Karl Martell
Enceladus (buwan)	Enceladus
Lungsod ng Panama	Panama City
Titania (buwan)	Titania
Belgorod	Belgorod
Lourdes	Lourdes
Belgorod Oblast	Belgorod oblast
George Orwell	George Orwell
Umbriel (buwan)	Umbriel
Ariel (buwan)	Ariel (måne)
Amelia Earhart	Amelia Earhart
Antiochus IV Epiphanes	Antiochos IV
Triton (buwan)	Triton (måne)
Aosta	Aosta
Seleucus II Callinicus	Seleukos II
Ilog Nilo	Nilen
Sirius	Sirius
Voronezh	Voronezj
Lungsod ng Perugia	Perugia
Voronezh Oblast	Voronezj oblast
L’Aquila (lungsod)	L'Aquila
Lipetsk	Lipetsk
Sumatra	Sumatra
Campobasso	Campobasso
Ilog Congo	Kongofloden
Lipetsk Oblast	Lipetsk oblast
Tambov	Tambov
Tambov Oblast	Tambov oblast
Rabat	Rabat
Kometa	Komet
Arhel	Alger, Algeriet
Tunis	Tunis
Rostov Oblast	Rostov oblast
Tripoli	Tripoli
Silangang Haba	Jawa Timur
Rede Globo	Rede Globo
Lungsod ng Djibouti	Djibouti (stad)
Antofagasta	Antofagasta
Teherán	Teheran
Adis Abeba	Addis Abeba
Jakarta	Jakarta
Verbania	Verbania
Ankara	Ankara
Asmara	Asmara
Krasnodar	Krasnodar
NDjamena	N'Djamena
Niamey	Niamey
Krasnodar Krai	Krasnodar kraj
Nouakchott	Nouakchott
Riad	Riyadh
1961	1961
Bamako	Bamako
Talampakan (yunit)	Fot (enhet)
Belgrado	Belgrad
Dakar	Dakar
Kanlurang Haba	Jawa Barat
Banjul	Banjul
Conakry	Conakry
Adygea	Adygeiska republiken
Bissau	Bissau
Kategorya:Mga suleras sa Wikipedia	Kategori:Mallar
Monrovia	Monrovia
Praia	Praia
Maykop	Majkop
1960	1960
Java (pulo)	Java
Kategorya:Wikipedia template categories	Kategori:Mallar efter ämne
Accra	Accra
Damasko	Damaskus
Yamoussoukro	Yamoussoukro
Ouagadougou	Ouagadougou
Freetown	Freetown
Ilog Amasona	Amazonfloden
Abuja	Abuja
Lomé	Lomé
Kalimantan	Kalimantan
Porto-Novo	Porto-Novo
Aman	Amman
Jaunde	Yaoundé
Kategorya:Sports templates	Kategori:Sportmallar
Selebes	Sulawesi
Malabo	Malabo
Volgograd Oblast	Volgograd oblast
Beirut	Beirut
Libreville	Libreville
Maskate	Muskat
Kapuluang Maluku	Moluckerna
Bangui	Bangui
Kinshasa	Kinshasa
Brazzaville	Brazzaville
Bujumbura	Bujumbura
Nicosia	Nicosia
Kigali	Kigali
Doha	Doha
Asteroyd	Asteroid
Dodoma	Dodoma
Nairobi	Nairobi
Neurosikolohiya	Neuropsykologi
Lilongwe	Lilongwe
Lusaka	Lusaka
Manama	Manama
Eklipse ng araw	Solförmörkelse
Maputo	Maputo
Kampala	Kampala
Luanda	Luanda
Moroni, Komoros	Moroni
Mbabane	Mbabane
Galicia (Espanya)	Galicien
Maseru	Maseru
Paaralan	Skola
Antananarivo	Antananarivo
Pamantasan	Universitet
Gaborone	Gaborone
Harare	Harare
Grace Kelly	Grace Kelly
Pretoria	Pretoria
Astrakhan	Astrachan
Port Louis	Port Louis
Pingpong	Bordtennis
San Tomas	São Tomé
Asturias (Espanya)	Asturien
Windhoek	Windhoek
Supernoba	Supernova
Wikipedia:Sanayan	Wikipedia:Sandlådan
Victoria, Seychelles	Victoria, Seychellerna
Astrakhan Oblast	Astrachan oblast
Lokal na pangkat	Lokala galaxhopen
Wikipedia:Maligayang pagdating!	Wikipedia:Välkommen till Wikipedia
Cantabria	Kantabrien
Tahanan	Hus
Kalmykia	Kalmuckien
Neubrandenburg	Neubrandenburg
Hardware (kompyuter)	Maskinvara
Alhebra	Algebra
Elista	Elista
Bayang Basko	Baskien (autonom region)
Anatomiya ng tao	Människans anatomi
Mapa	Karta
Ramesses IX	Ramses IX
Nafarroa	Navarra
Ilog	Flod
Ramesses X	Ramses X
Tara Strong	Tara Strong
Duke Ellington	Duke Ellington
Osasco	Osasco
Richard Steven Horvitz	Richard Steven Horvitz
Aragón	Aragonien
CeeLo Green	Cee Lo Green
36 BC	36 f.Kr.
Ramesses V	Ramses V
20 BC	20 f.Kr.
40 BC	40 f.Kr.
39 BC	39 f.Kr.
37 BC	37 f.Kr.
Eschweiler	Eschweiler
22 BC	22 f.Kr.
Amonya	Ammoniak
38 BC	38 f.Kr.
Fujairah	Fujairah
Glasgow	Glasgow
28 BC	28 f.Kr.
Pion	Pimeson
18 BC	18 f.Kr.
15 BC	15 f.Kr.
33 BC	33 f.Kr.
Chris Rock	Chris Rock
30 BK	30 f.Kr.
12 BC	12 f.Kr.
Ligiran	Omloppsbana
Paliparan ng Dong Hoi	Dong Hoi flygplats
Kalawakan	Rymden
45 BC	45 f.Kr.
Wetzlar	Wetzlar
46 BC	46 f.Kr.
Autobiograpiya	Självbiografi
41 BC	41 f.Kr.
49 BC	49 f.Kr.
42 BC	42 f.Kr.
25 BC	25 f.Kr.
47 BC	47 f.Kr.
10 BK	10 f.Kr.
Ned Beatty	Ned Beatty
Daksipat	Teleskop
James Coburn	James Coburn
Kategorya:Kasaysayan ng Malaysia	Kategori:Malaysias historia
Miley Cyrus	Miley Cyrus
Kategorya:Kasaysayan ng Benin	Kategori:Benins historia
Tengen toppen Guren Laggen	Tengen Toppa Gurren Lagann
Motherboard	Moderkort
Kategorya:Kasaysayan ng Bangladesh	Kategori:Bangladeshs historia
Kategorya:Kasaysayan ng Bhutan	Kategori:Bhutans historia
Rodger Bumpass	Rodger Bumpass
Kategorya:Lutuing Griyego	Kategori:Mat och dryck i Grekland
Primorsky Krai	Primorje kraj
Kategorya:Kasaysayan ng Arabyang Saudi	Kategori:Saudiarabiens historia
Kategorya:Kasaysayan ng Indonesya	Kategori:Indonesiens historia
Barefoot Gen	Gen - Pojken från Hiroshima
Jimmy Bennett	Jimmy Bennett
Melissa Fahn	Melissa Fahn
Kategorya:Kasaysayan ng Taiwan	Kategori:Taiwans historia
Kategorya:Stub (Suwesya)	Kategori:Sverigestubbar
Curitiba	Curitiba
Kategorya:Mga lansangan ayon sa bansa	Kategori:Vägar efter land
Pangaea	Pangaea
Kanlurang Aprika	Västafrika
Kategorya:Kasaysayan ng Turkiya	Kategori:Turkiets historia
Gubat	Skog
Kategorya:Kasaysayan ng Silangang Timor	Kategori:Östtimors historia
Kategorya:Kasaysayan ng Hapon	Kategori:Japans historia
Kategorya:1888	Kategori:1888
Zichyújfalu	Zichyújfalu
Kategorya:Blattodea	Kategori:Blattodea
Clarington, Ontario	Clarington
Hard disk drive	Hårddisk
Papa Pío VIII	Pius VIII
Kategorya:Artiodactyla	Kategori:Partåiga hovdjur
Papa Benedicto XV	Benedictus XV
Khabarovsk	Chabarovsk
Kategorya:Bovidae	Kategori:Bovidae
Jennette McCurdy	Jennette McCurdy
Clancy Brown	Clancy Brown
Optical disc	CD-brännare
Kategorya:Ipinanganak noong 1421	Kategori:Födda 1421
Kategorya:Squamata	Kategori:Squamata
Hukbong dagat	Örlogsflotta
Lalawigan ng Kotayk	Kotajk
Victorious	Victorious (TV-serie)
Jonathan Winters	Jonathan Winters
Kooperatiba	Kooperation
Kategorya:Lutuing Polako	Kategori:Mat och dryck i Polen
Kategorya:Lutuing Ukranyano	Kategori:Mat och dryck i Ukraina
Kategorya:Kasaysayan ng Afghanistan	Kategori:Afghanistans historia
O-Zone	O-Zone
Padron:Lang-lt	Mall:Lang-lt
Kategorya:Kasaysayan ng Biyetnam	Kategori:Vietnams historia
Kategorya:Kasaysayan ng Pakistan	Kategori:Pakistans historia
Kategorya:1421	Kategori:1421
Sean Connery	Sean Connery
Kategorya:People infobox templates	Kategori:Personfaktamallar
Aklat ni Job	Job
Aklat ng mga Kawikaan	Ordspråksboken
Anne Frank	Anne Frank
Confucius	Konfucius
Sarah Bernhardt	Sarah Bernhardt
Kategorya:Kasaysayan ng Irak	Kategori:Iraks historia
Marilyn Monroe	Marilyn Monroe
Corbin Bleu	Corbin Bleu
Karnabal	Karneval
Kategorya:Matematika	Kategori:Matematik
Kategorya:Kasaysayan ng Mongolia	Kategori:Mongoliets historia
Kapuluang Peroe	Färöarna
Surat	Surat
Kategorya:Kasaysayan ng India	Kategori:Indiens historia
Mohamed Morsi	Muhammad Mursi
Barbra Streisand	Barbra Streisand
Kategorya:Kasaysayan ng Pilipinas	Kategori:Filippinernas historia
Padron:Country data Iran	Mall:Landsdata Iran
Bali, Indonesya	Bali
Hupiter (mitolohiya)	Jupiter (gud)
Sherlock Holmes	Sherlock Holmes
107 BK	107 f.Kr.
Renasimiyento	Renässansen
143 BC	143 f.Kr.
126 BC	126 f.Kr.
116 BC	116 f.Kr.
136 BC	136 f.Kr.
113 BK	113 f.Kr.
Pugad	Rede
140 BC	140 f.Kr.
Kategorya:Gruiformes	Kategori:Tran- och rallfåglar
150 BC	150 f.Kr.
Kategorya:Ipinanganak noong 1888	Kategori:Födda 1888
130 BC	130 f.Kr.
1488	1488
Kategorya:Kasaysayan ng Iran	Kategori:Irans historia
Kategorya:Kasaysayan ng Singapore	Kategori:Singapores historia
Jimmy Kimmel	Jimmy Kimmel
Euro	Euro
Dolyar ng Estados Unidos	Amerikansk dollar
Dagat Mediteraneo	Medelhavet
Kategorya:Stub (Pinlandiya)	Kategori:Finlandstubbar
Republika ng Venezia	Republiken Venedig
Kategorya:Heograpiya ng New Zealand	Kategori:Nya Zeelands geografi
Jason Lee	Jason Lee
Hangzhou	Hangzhou
Herman Melville	Herman Melville
Kristiyanismo	Kristendom
Padron:Asya	Mall:Asien
1004	1004
Garona	Garonne
Seattle, Washington	Seattle
Pader ng Berlin	Berlinmuren
Ilog Ganges	Ganges
Palay	Ris
Baltimore, Maryland	Baltimore
Celine Dion	Céline Dion
Kontinente	Världsdelar och kontinenter
Adelaide	Adelaide
Ibon	Fåglar
Dagestan	Dagestan
Kabisera	Huvudstad
Monzón	Monzón
Padron:Islam	Mall:Islam
Padron:Lang-tr	Mall:Lang-tr
Wikang Portuges	Portugisiska
Buwan (panahon)	Månad
Mustafa Kemal Atatürk	Mustafa Kemal Atatürk
Padron:Portada	Mall:Portal
1948	1948
Ramesses VI	Ramses VI
Bilateria	Tvåsidiga djur
Eumetazoa	Eumetazoa
Padron:Mga rehiyon ng mundo	Mall:Världens regioner
Kinorhyncha	Pansarmaskar
Priapulida	Snabelsäckmaskar
Nematode	Rundmaskar
Nematomorpha	Tagelmaskar
Chechnya	Tjetjenien
1949	1949
Pebrero 2008	Februari 2008
Onychophora	Klomaskar
Tardigrada	Trögkrypare
Grozny	Groznyj
Almazán	Almazán
Stavropol	Stavropol
Stavropol Krai	Stavropol kraj
Huang Xianfan	Huang Xianfan
Pebrero 2009	Februari 2009
Bacolod	Bacolod City
Ingushetia	Ingusjien
1956	1956
1200	1200
1201	1201
1202	1202
1203	1203
1204	1204
1205	1205
1206	1206
1941	1941
1207	1207
Hilagang Osetya-Alania	Nordossetien
1208	1208
1945	1945
1209	1209
1210	1210
1211	1211
1958	1958
1212	1212
1926	1926
1213	1213
1947	1947
Hippocrates	Hippokrates
Kabardino-Balkaria	Kabardinien-Balkarien
1944	1944
1952	1952
Diyamante	Diamant
Bill Gates	Bill Gates
Lungsod ng Tarlac	Tarlac (stad)
Wikang Hapones	Japanska
Ensiklopedya	Uppslagsverk
Floppy disk	Diskett
DVD	DVD
Random access memory	Random Access Memory
Unang Pahina	Portal:Huvudsida
CPU	Central Processing Unit
1959	1959
1957	1957
Resistor	Resistor
Kapasitor	Kondensator
Cherkessk	Tjerkessk
Karachay-Cherkessia	Karatjajen-Tjerkessien
Saratov	Saratov
Charles Lyell	Charles Lyell
Saratov Oblast	Saratov oblast
Orenburg	Orenburg
Orenburg Oblast	Orenburg oblast
Transistor	Transistor
Mordovia	Mordvinien
Saransk	Saransk
1214	1214
1215	1215
Beysbol	Baseboll
Basketbol	Basket
1216	1216
Kriket	Cricket
Golp	Golf
Rugbi	Rugby
1217	1217
1218	1218
Kirov, Kirov Oblast	Kirov, Kirov oblast
Karera ng mga sasakyang de-motor	Bilsport
Kirov Oblast	Kirov oblast
1219	1219
Palarong Olimpiko	Olympiska spelen
1220	1220
1221	1221
Louis Blériot	Louis Blériot
1222	1222
1223	1223
Perm Krai	Perm kraj
1224	1224
1225	1225
1226	1226
Hitita	Hettiter
1227	1227
1228	1228
1229	1229
1230	1230
Ilog Yangtze	Yangtze
1231	1231
1232	1232
1233	1233
Udmurtia	Udmurtien
1234	1234
1235	1235
Izhevsk	Izjevsk
1236	1236
Siberia	Sibirien
1237	1237
Francisco de Goya	Francisco de Goya
1238	1238
1239	1239
1240	1240
1241	1241
1242	1242
1243	1243
1244	1244
1245	1245
1246	1246
Anemia	Anemi
Mari El	Marij El
Yoshkar-Ola	Josjkar-Ola
Himalaya	Himalaya
Andes	Anderna
