आफ्रिकाखण्डः	Afrika
समाजवादीपक्षः	Samajwadi Party
महामरीचिका	Paprika
कालमेघः	Andrographis paniculata
कोडगुमण्डलम्	Coorg
प्रतापगढमण्डलम् (राजस्थानम्)	Pratapgarh (distrikt i Rajasthan)
यष्टिकन्दुकक्रीडा	Hockey (olika betydelser)
नन्दुरबारमण्डलम्	Nandurbar (distrikt)
संस्काराः	Samskara
प्रतापगढ (राजस्थानम्)	Pratapgarh, Rajasthan
विदिशा	Vidisha
राजमहेन्द्री-नगरम्	Rajahmundry
भारतस्य उपराष्ट्रपतिः	Indiens vicepresident
पठानकोट	Pathankot
उस्मानाबादमण्डलम्	Osmanabad (distrikt)
खण्डवा-नगरम्	Khandwa
सबीर भाटिया	Sabeer Bhatia
मुख्यमन्त्री	Chefsminister
हरदा	Harda
हनुमानगढ	Hanumangarh
गोधरा	Godhra
हरदोयी	Hardoi
हिम्मतनगरम्	Himatnagar
राबर्ट्स्गञ्ज	Sonbhadra
हाथरस	Hathras
बिजापुरमण्डलम्	Vijapura (distrikt)
रामानुजाचार्यः	Ramanuya
बुलन्दशहरमण्डलम्	Bulandshahr (distrikt)
लखीमपुरखीरीमण्डलम्	Kheri (distrikt)
मेरठमण्डलम्	Meerut (distrikt)
माद्री	Madri
चारमीनार्	Charminar
रत्नगिरिमण्डलम्	Ratnagiri (distrikt)
अमरावतीमण्डलम्	Amravati (distrikt)
हरदोयीमण्डलम्	Hardoi (distrikt)
पूर्वसिक्किममण्डलम्	East Sikkim
साबरकाठामण्डलम्	Sabarkantha
गान्धीनगरमण्डलम्	Gandhinagar (distrikt)
लखनौमण्डलम्	Lucknow (distrikt)
मथुरामण्डलम्	Mathura (distrikt)
इलाहाबादमण्डलम्	Allahabad (distrikt)
एटामण्डलम्	Etah (distrikt)
गाझियाबादमण्डलम्, भारतम्	Ghaziabad (distrikt)
पञ्चमहालमण्डलम्	Panch Mahals
उत्तरसिक्किममण्डलम्	North Sikkim
मुरैना	Morena
कोवलम्	Kovalam
गौतमबुद्धनगरमण्डलम्	Gautam Buddha Nagar
धारवाडमण्डलम्	Dharwad
सोलापुरमण्डलम्	Solapur (distrikt)
नाशिकमण्डलम्	Nashik (distrikt)
चन्द्रपुरमण्डलम्	Chandrapur (distrikt)
जळगावमण्डलम्	Jalgaon (distrikt)
नैनितालमण्डलम्	Nainital (distrikt)
कोल्हापुरमण्डलम्	Kolhapur (distrikt)
सहारनपुरमण्डलम्	Saharanpur (distrikt)
पुणेमण्डलम्	Pune (distrikt)
बागपतमण्डलम्	Baghpat (distrikt)
नागपुरमण्डलम्	Nagpur (distrikt)
चमोलीमण्डलम्	Chamoli
बरेलीमण्डलम्	Bareilly (distrikt)
धुळेमण्डलम्	Dhule (distrikt)
परभणीमण्डलम्	Parbhani (distrikt)
आणन्द	Anand
गडचिरोलीमण्डलम्	Gadchiroli (distrikt)
यवतमाळमण्डलम्	Yavatmal (distrikt)
वाशिममण्डलम्	Washim (distrikt)
जालनामण्डलम्	Jalna (distrikt)
दक्षिण सिक्किम् मण्डलः	South Sikkim
अल्मोडामण्डलम्	Almora (distrikt)
ऊधमसिंहनगरमण्डलम्	Udham Singh Nagar
नुवापाद मण्डलम्	Nuapada
औरैयामण्डलम्	Auraiya (distrikt)
सीतापुरमण्डलम्	Sitapur (distrikt)
बहरैचमण्डलम्	Bahraich (distrikt)
शाहजहानपुरमण्डलम्	Shahjahanpur (distrikt)
भण्डारामण्डलम्	Bhandara (distrikt)
फैजाबादमण्डलम्	Faizabad (distrikt)
महोबा	Mahoba
महामायानगरमण्डलम्	Hathras (distrikt)
बदांयूमण्डलम्	Budaun (distrikt)
इटावामण्डलम्	Etawah (distrikt)
बागेश्वरमण्डलम्	Bageshwar (distrikt)
महोबामण्डलम्	Mahoba (distrikt)
रामपुरमण्डलम्	Rampur (distrikt)
सिद्धार्थनगरमण्डलम्	Siddharthnagar
देहरादूनमण्डलम्	Dehradun (distrikt)
मैनपुरीमण्डलम्	Mainpuri (distrikt)
बारा	Baran
राजपीपळा	Rajpipla
कुशीनगरमण्डलम्	Kushinagar (distrikt)
काळहंदि मण्डलम्	Kalahandi
अम्रोहामण्डलम्	Jyotiba Phule Nagar
फर्रुकाबादमण्डलम्	Farrukhabad
कुळित्थः	Macrotyloma uniflorum
मयूर्भंझ् मण्डलम्	Mayurbhanj
गोन्दियामण्डलम्	Gondiya (distrikt)
जैनतियाहिल्स्	West Jaintia Hills
नवसारी	Navsari
झाबुआ	Jhabua
मन्दसौर	Mandsaur
महेसाणा	Mahesana
महुवा	Mahuva
नवादा	Nawada
गोण्डामण्डलम्	Gonda (distrikt)
बिजनौरमण्डलम्	Bijnor (distrikt)
उन्नावमण्डलम्	Unnao (distrikt)
झान्सीमण्डलम्	Jhansi (distrikt)
सन्तकबीरनगरमण्डलम्	Sant Kabir Nagar
श्रावस्तीमण्डलम्	Shrawasti
फतेहपुरमण्डलम्	Fatehpur (distrikt)
कौशाम्बीमण्डलम्	Kaushambi (distrikt)
फिरोझाबादमण्डलम्	Firozabad (distrikt)
ललितपुरमण्डलम्	Lalitpur (distrikt)
बलरामपुरमण्डलम्	Balrampur (distrikt)
लातूरमण्डलम्	Latur (distrikt)
मोहाली	Ajitgarh
उत्तरकाशी	Uttarkashi
खरगौन	Khargone
दौसा	Dausa
नरसिंहपुरम्	Narsimhapur
२०१३	Avlidna 2013
भारविः	Bharavi
करञ्जवृक्षः	Pongamia pinnata
बिभीतकीवृक्षः	Kali (träd)
वर्गः:हिन्दुधर्मः	Kategori:Hinduism
सुग्रीवः	Sugriva
'भारतं त्यजन्तु' आन्दोलनम्	Quit India Movement
भासः	Bhāsa
कासगञ्ज	Kasganj
रायगडमण्डलम्(महाराष्ट्रम्)	Raigad (distrikt)
हमीरपुरमण्डलम्, उत्तरप्रदेशः	Hamirpur, Uttar Pradesh (distrikt)
शिवपुरी	Shivpuri
गुना	Guna
चिल्का सरोवरम्	Chilka (sjö)
सीहोर	Sehore
शाहजहानपुरम्	Shahjahanpur
मुम्बई-उपनगर-मण्डलम्	Mumbai (Suburban)
धर्मानन्द दामोदर कोसम्बी	Dharmananda Kosambi
रुद्रप्रयागः	Rudraprayag
महेश् बाबु	Mahesh Babu
हिङ्गोलीमण्डलम्	Hingoli (distrikt)
बैतूल-नगरम्	Betul
जालौनमण्डलम्	Jalaun (distrikt)
चित्रकूटमण्डलम्	Chitrakoot (distrikt)
कानपुरनगरमण्डलम्	Kanpur Nagar
कंसः	Kamsa
आमेतसवृक्षः	Garcinia indica
बान्दामण्डलम्	Banda (distrikt)
मङ्गलयानम्	Mars Orbiter Mission
लुङ्गलै	Lunglei
धनूराशिः	Skytten (stjärntecken)
पिथौरागढ	Pithoragarh
संस्कृतस्य प्रयोजनम्	Imp
हरिद्वारमण्डलम्	Hardwar (distrikt)
तेलुगुदेशम्-पक्षः	Telugu Desam
सवदत्ती	Saundatti-Yellamma
भद्रावती	Bhadravati, Karnataka
मैनपुरी	Mainpuri
सिवनी	Seoni
टीकमगढ	Tikamgarh
श्योपुरम्	Sheopur
किन्नौरमण्डलम्	Kinnaur
कुमाऊंविभागः	Kumaon
नागौर	Nagaur
बारामण्डलम्	Baran (distrikt)
मञ्झानपुरम्	Manjhanpur
पडरौना	Padrauna
चित्रकूटधाम (कार्वी)	Chitrakoot Dham
वल्लभाचार्यः	Vallabha
अद्वैतवेदान्तः	Advaita
शाजापुरम्	Shajapur
रायसेन	Raisen
न्यायसूत्राणि	Nyāya Sūtras
मुजफ्फरनगरम्	Muzaffarnagar (distrikt)
महाकविः माघः	Magha
सञ्जयः	Sanjaya
मधुपाकफलम्	Limett
वाक्तत्त्वम्	Vak
गोण्डा	Gonda
राजसमन्द	Rajsamand
शामली	Shamli
राजगढ	Rajgarh
खलिलाबाद्, भारतम्	Khalilabad
उमरिया	Umaria
डिण्डोरी-नगरम्	Dindori
शहडोल	Shahdol
वेदान्तः	Vedanta
आनन्दवर्धनः	Anandavardhana
ओट्टापालम	Ottappalam
बान्दा, उत्तरप्रदेशः	Banda (stad)
मालविकाग्निमित्रम्	Mālavikāgnimitra
नन्दमूरि तारक रामारावः	N.T. Rama Rao
अन्त्येष्टिसंस्कारः	Antyesti
षष्ठीपूजा	Chhath
गुरु रामानन्द	Ramananda
अर्जुनवृक्षः	Terminalia arjuna
अलवर	Alwar
जाती	Muskot
कारवारम्	Karwar
चन्दौली	Chandauli
चन्दौलीमण्डलम्	Chandauli (distrikt)
मुलायम् सिंह यादव्	Mulayam Singh Yadav
हमीरपुरम्, उत्तरप्रदेशः	Hamirpur, Uttar Pradesh
तिलः	Sesam (växt)
भारतसर्वकारः	Indiens regering
विधानचन्द्र राय	B.C. Roy
वर्गः:महाद्वीपः	Kategori:Världsdelar
पीलीभीतमण्डलम्	Pilibhit (distrikt)
जामनगरमण्डलम्	Jamnagar (distrikt)
निष्पावप्रभेदः	Haricots verts
कर्णाटकस्य सागरतीराणि	Kanara
देवेन्द्रनाथ ठाकुर	Devendranath Tagore
द्वैतदर्शनम्	Dvaita
भारतपाकिस्थानयुद्धम्	Konflikten mellan Indien och Pakistan
गुण्टूरुमण्डलम्	Guntur
राष्ट्रियजनतादलम्	Rashtriya Janata Dal
फलकम्:Solar System	Mall:Solsystemet
शिवराज सिंह चौहान	Shivraj Singh Chauhan
विकिपीडिया:लेखशीर्षकः	Wikipedia:Artikelnamn
विक्रमादित्यः (नौयानम्)	INS Vikramaditya (R33)
अपामार्गसस्यम्	Achyranthes aspera
बिलियर्ड्स्-क्रीडा	Biljard
लोकसभाध्यक्षः	Lista över talmän i Lok Sabha
श्यामाप्रसाद मुखोपाध्याय	Syama Prasad Mookerjee
मैक्रोनीशिया	Mikronesien
मृच्छकटिकम्	Mṛcchakatika
कैलाश सत्यार्थी	Kailash Satyarthi
मुद्राराक्षसम्	Mudrarakshasa
अक्कमहादेवी	Akka Mahadevi
मल्लिका साराभाय्	Mallika Sarabhai
आर्यभटीयम्	Aryabhatiya
भारतीयप्रशासनिकसेवा (I.A.S)	Indiens civila statsförvaltning
अमृतलता	Tinospora cordifolia
हरीतकी	Terminalia chebula
अरुण जेटली	Arun Jaitley
घनश्याम दास बिड़ला	G.D. Birla
षष्ठी	Shashti
बिजापुरम्	Vijapura
केळदि चेन्नम्मा	Chennamma av Keladi
Chanakya	Katastrof
वर्गः:देश	Kategori:Världens länder
विकिपीडिया:प्रबंधक	Wikipedia:Administratörer
विकिपीडियासम्भाषणम्:प्रबन्धकः	Wikipedia:Ansökan om administrativ behörighet
वर्गः:AutoWikiBrowser	Wikipedia:AutoWikiBrowser
ईजिप्तदेशः	Egypten
रवीन्द्रप्रभात:	Ravindra Prabhat
फलकम्:Bot	Mall:Bot
केनडा	Kanada
वर्गः:निर्वाचित लेख	Kategori:Wikipedia:Utmärkta artiklar
वर्गः:युरोपखण्डः	Kategori:Europa
फलकम्:Documentation	Mall:Dokumentation
वर्गः:Delete	Kategori:Wikipedia:Raderingar
विकिपीडिया:स्तम्भपञ्चकम्	Wikipedia:Grundprinciperna
विकिपीडिया:उल्लेख्यता	Wikipedia:Relevans
शतावरीसस्यम्	Asparagus racemosus
फलकम्:Softredirect	Mall:Mjuk omdirigering
फलकम्:अपाक्रियताम्	Mall:Radera
वर्गः:विकिपीडिया	Kategori:Wikipedia
विकिपीडिया:General disclaimer	Wikipedia:Allmänt förbehåll
विकिपीडिया:शैलीपुस्तकम्	Wikipedia:Stilguide
फलकम्:Navbox	Mall:Navbox
कङ्गारू	Känguru
गहनचिकित्साविभागः	Intensivvårdsavdelning
विकिपीडिया:प्रमुखं चित्रम्	Wikipedia:Utvalda bilder
फलकम्:Citation needed	Mall:Källa behövs
बुद्धपूर्णिमा	Buddhas födelsedag
फलकम्:Error	Mall:Error
फलकम्:!	Mall:!
फलकम्:Tnavbar	Mall:Navbar
फलकम्:Sc	Mall:Kapitäler
फलकम्:Clear	Mall:Clear
फलकम्:Col-break	Mall:Col-break
फलकम्:Col-begin	Mall:Col-begin
फलकम्:Col-end	Mall:Col-end
फलकम्:Nowrap	Mall:Nowrap
विकिपीडिया:प्रारम्भिक-विषयाः	Wikipedia:Artiklar som bör finnas på Wikipedia
फलकम्:Wikisource	Mall:Wikisource
फलकम्:Babel	Mall:Babel
फलकम्:Commons	Mall:Commons
फलकम्:Link GA	Mall:Link GA
फलकम्:अपूर्णलेखः	Mall:Stub
फलकम्:User az	Mall:Användare az
फलकम्:See also	Mall:Se även
फलकम्:User da	Mall:Användare da
फलकम्:User de	Mall:Användare de
फलकम्:User de-1	Mall:Användare de-1
फलकम्:User el	Mall:Användare el
फलकम्:User es	Mall:Användare es
फलकम्:User en-3	Mall:Användare en-3
फलकम्:User en-1	Mall:Användare en-1
फलकम्:User en-2	Mall:Användare en-2
फलकम्:User en-4	Mall:Användare en-4
फलकम्:User fi	Mall:Användare fi
फलकम्:User en	Mall:Användare en
फलकम्:User fr-1	Mall:Användare fr-1
फलकम्:User hu	Mall:Användare hu
फलकम्:User ja	Mall:Användare ja
फलकम्:User fr	Mall:Användare fr
फलकम्:Intricate template	Mall:Komplicerad kod
फलकम्:Mod	Mall:Mod
फलकम्:Infobox language/codelist	Mall:Språk/kodlista
फलकम्:User it	Mall:Användare it
फलकम्:User uk	Mall:Användare uk
फलकम्:Infobox football club	Mall:Lagfakta
फलकम्:स्वागतम्	Mall:Nybörjare
फलकम्:भ्रातृपरियोजनाः	Mall:Wikipediasystrar
फलकम्:Country data Belgium	Mall:Landsdata Belgien
फलकम्:Navy/core	Mall:Flotta/core
फलकम्:Country data Czech Republic	Mall:Landsdata Tjeckien
फलकम्:राष्ट्रतथ्यानि थाइलैंड	Mall:Landsdata Thailand
फलकम्:Country data Indonesia	Mall:Landsdata Indonesien
फलकम्:Country data British Empire	Mall:Landsdata Brittiska imperiet
फलकम्:Country data ROC	Mall:Landsdata Republiken Kina
फलकम्:Country data South African Republic	Mall:Landsdata Sydafrikanska republiken
फलकम्:Country data Denmark	Mall:Landsdata Danmark
फलकम्:राष्ट्रतथ्यानि पोलैंड	Mall:Landsdata Polen
फलकम्:Wikivar	Mall:Wikivar
फलकम्:राष्ट्रतथ्यानि नार्वे	Mall:Landsdata Norge
फलकम्:Country data RSA	Mall:Landsdata Sydafrika
फलकम्:Country showdata	Mall:Land showdata
फलकम्:Official	Mall:Officiell webbplats
फलकम्:Country data Sri Lanka	Mall:Landsdata Sri Lanka
फलकम्:Category other	Mall:Kategori annan
फलकम्:Air force	Mall:Flygvapen
फलकम्:अफ्रीकाखण्डः	Mall:Afrika
फलकम्:Infobox writer	Mall:Författare
फलकम्:Country data United Arab Emirates	Mall:Landsdata Förenade Arabemiraten
फलकम्:Geographic Location	Mall:Geografiskt läge
फलकम्:Infobox musical artist	Mall:Infobox musiker
फलकम्:Country data AUS	Mall:Landsdata Australien
फलकम्:Infobox football biography	Mall:Infobox fotbollsspelare
फलकम्:Wait	Mall:Pågår
फलकम्:Dubious	Mall:Ifrågasatt uppgift
फलकम्:Infobox magazine	Mall:Tidskrift
फलकम्:देश	Mall:Landsfakta
फलकम्:Infobox software	Mall:Datorprogram
फलकम्:Infobox Airline	Mall:Flygbolag
फलकम्:Wide image	Mall:Panorama
फलकम्:Country data Austria	Mall:Landsdata Österrike
फलकम्:Str left	Mall:Str left
फलकम्:Country data Nepal	Mall:Landsdata Nepal
फलकम्:Country data Finland	Mall:Landsdata Finland
फलकम्:Audio	Mall:Audio
फलकम्:Country data Egypt	Mall:Landsdata Egypten
फलकम्:Country data Lithuania	Mall:Landsdata Litauen
फलकम्:Infobox Indian political party	Mall:Partifakta
फलकम्:Country data Japan	Mall:Landsdata Japan
फलकम्:Age in years and days	Mall:Ålder i år och dagar
फलकम्:Nom	Mall:Nom2
फलकम्:Facebook	Mall:Facebook-konto
फलकम्:Cleanup	Mall:Städa
फलकम्:Infobox scientist	Mall:Infobox forskare
फलकम्:Country data Czechoslovakia	Mall:Landsdata Tjeckoslovakien
फलकम्:Country data Vietnam	Mall:Landsdata Vietnam
फलकम्:S-aft	Mall:S-aft
फलकम्:Featured article	Mall:Utmärkt
फलकम्:Country data Russia	Mall:Landsdata Ryssland
फलकम्:Box-Header	Portal:Box-header
फलकम्:Infobox award	Mall:Infobox pris
वर्गः:User en-2	Kategori:Användare en-2
फलकम्:Infobox	Mall:Faktamall
फलकम्:Navy	Mall:Flotta
फलकम्:User zh	Mall:Användare zh
फलकम्:Template other	Mall:Mall annan
फलकम्:Cite web	Mall:Webbref
वर्गः:जीवचरितम्	Kategori:Biografier
फलकम्:Imdb title	Mall:IMDb-titel
फलकम्:Country data	Mall:Landsdata
फलकम्:Won	Mall:Vinst
फलकम्:Coor URL	Mall:Coor URL
फलकम्:विकिकोशः	Mall:Wiktionary
शतवेधी	Citrongrässläktet
फलकम्:User ru	Mall:Användare ru
फलकम्:IPA	Mall:IPA
फलकम्:Country data Soviet Union	Mall:Landsdata Sovjetunionen
फलकम्:राष्ट्रतथ्यानि भारतम्	Mall:Landsdata Indien
फलकम्:Category redirect	Mall:Kategoriomdirigering
फलकम्:Infobox Officeholder	Mall:Infobox politiker
फलकम्:Sisterlinks	Mall:Systerlänkar
फलकम्:Infobox protected area	Mall:Nationalpark
फलकम्:Border	Mall:Border
फलकम्:Death date and age	Mall:Död datum och ålder
फलकम्:Icon	Mall:Ikon
वर्गः:राष्ट्रतथ्यानि फलकानि	Kategori:Landsdatamallar
फलकम्:Country data China	Mall:Landsdata Kina
फलकम्:Country data Cyprus	Mall:Landsdata Cypern
फलकम्:Infobox GrandSlamTournaments	Mall:GrandSlamTurneringar
फलकम्:Army	Mall:Armé
फलकम्:Country data Malaysia	Mall:Landsdata Malaysia
फलकम्:Country data Taiwan	Mall:Landsdata Taiwan
फलकम्:Infobox book	Mall:Bokfakta
फलकम्:Talkback	Mall:Talkback
फलकम्:Infobox planet	Mall:Infobox planet
फलकम्:ICD10	Mall:ICD10
फलकम्:Infobox विकिपीडिया	Mall:Infobox webbplats
फलकम्:Navboxes	Mall:Navboxes
फलकम्:प्रलेखनस्य उपपृष्ठम्	Mall:Dokumentationssida
फलकम्:Infobox number	Mall:Heltal
फलकम्:भारतस्य राज्यानि केन्द्रशासितप्रदेशाः च	Mall:Indien
फलकम्:Ref label	Mall:Ref label
फलकम्:Infobox विश्वपरम्परास्थानानि	Mall:Världsarv
वर्गः:चित्रकला	Kategori:Måleri
फलकम्:Infobox astronaut	Mall:Faktaruta rymdfarare
फलकम्:Str len	Mall:Str len
फलकम्:Infobox sport	Mall:Faktamall sport
फलकम्:Country data Austria-Hungary	Mall:Landsdata Österrike-Ungern
फलकम्:Infobox sportsperson	Mall:Faktaruta idrottare
फलकम्:Infobox building	Mall:Faktamall byggnad
फलकम्:प्रबोधनं-प्रयोगे-१	Mall:Test
फलकम्:Myspace	Mall:Myspace
फलकम्:Infobox artist	Mall:Infobox konstnär
फलकम्:Note label	Mall:Note label
फलकम्:Infobox album	Mall:Album infobox
वर्गः:छत्तीसगढ़स्य मण्डलानि	Kategori:Distrikt i Chhattisgarh
वर्गः:गुजरातराज्यस्य मण्डलानि	Kategori:Distrikt i Gujarat
फलकम्:Emergency-bot-shutoff	Mall:Nödstopp för robot
फलकम्:Infobox Swiss town	Mall:Faktaruta kommun Schweiz
फलकम्:IMDb name	Mall:IMDb-namn
फलकम्:S-ttl	Mall:S-ttl
फलकम्:Infobox former country	Mall:Historisk stat
फलकम्:End date	Mall:End date
फलकम्:Infobox tennis biography	Mall:Tennisspelare
फलकम्:Age in days	Mall:Dagar från idag
फलकम्:S-bef	Mall:S-bef
वर्गः:भारतस्य राष्ट्रपतयः	Kategori:Indiens presidenter
फलकम्:Infobox waterfall	Mall:Vattenfall
फलकम्:Gregorian serial date	Mall:Gregorianskt dagnummer
उपनिषदः	Upanishaderna
फलकम्:PDFlink	Mall:PDF
फलकम्:Infobox game	Mall:Sällskapsspelsfakta
फलकम्:राष्ट्रतथ्यानि ब्रिटिश राज	Mall:Landsdata Brittiska Indien
फलकम्:Disambiguation	Mall:Förgrening
फलकम्:Country data Nazi Germany	Mall:Landsdata Nazityskland
फलकम्:User link	Mall:Anv
फलकम्:Partial	Mall:Partiell
फलकम्:Plain link	Mall:Plainlink
फलकम्:Infobox film	Mall:Filmfakta
फलकम्:Geobox	Mall:Geobox
फलकम्:Ifsubst	Mall:Omsubst
फलकम्:User Sandbox	Mall:Användarsandlåda
फलकम्:भाषा-पुर्तगाली	Mall:Lang-pt
फलकम्:Infobox philosopher	Mall:Infobox filosof
फलकम्:Contains Chinese text	Mall:Kinesiska tecken
फलकम्:Infobox organization	Mall:Organisationsfakta
वर्गः:वास्तुशास्त्रम्	Kategori:Arkitektur
फलकम्:EMedicine2	Mall:EMedicine2
फलकम्:Infobox military installation	Mall:Faktamall militärstruktur
वर्गः:मध्यप्रदेशस्य मण्डलानि	Kategori:Distrikt i Madhya Pradesh
वर्गः:पञ्जाबराज्यस्य मण्डलानि	Kategori:Distrikt i Punjab, Indien
फलकम्:HinduMythology	Mall:Hinduismens gudar och texter
फलकम्:Flagicon image	Mall:Flaggikon bild
फलकम्:Pending	Mall:Avvaktande
फलकम्:व्यक्तिः	Mall:Infobox biografi
फलकम्:Nts	Mall:Nts
फलकम्:Country data South Korea	Mall:Landsdata Sydkorea
वर्गः:केरलराज्यम्	Kategori:Kerala
फलकम्:Coord	Mall:Coord
फलकम्:Dmoz	Mall:Dmoz
वर्गः:User sa	Kategori:Användare sa
वर्गः:लिपयः	Kategori:Skrift
वर्गः:User en-3	Kategori:Användare en-3
वर्गः:User en-N	Kategori:Användare en-N
पोरबन्दर	Porbandar
फलकम्:राष्ट्रतथ्यानि जर्मनी	Mall:Landsdata Tyskland
फलकम्:Country data the United Kingdom	Mall:Landsdata Storbritannien
फलकम्:Legend0	Mall:Legend0
फलकम्:Infobox disease	Mall:Infobox sjukdom
फलकम्:Cite encyclopedia	Mall:Cite encyclopedia
फलकम्:Weather box	Mall:Klimattabell
वर्गः:User kn	Kategori:Användare kn
वर्गः:User kn-1	Kategori:Användare kn-1
फलकम्:Infobox currency	Mall:Valuta
वर्गः:क्रिकेट्-क्रीडालवः	Kategori:Cricket
व्यजनम्	Fläkt
फलकम्:राष्ट्रतथ्यानि ब्रासील	Mall:Landsdata Brasilien
फलकम्:Dagger	Mall:Dagger
फलकम्:Lang-ne	Mall:Lang-ne
फलकम्:Country data United Kingdom of Great Britain and Ireland	Mall:Landsdata Förenade kungariket Storbritannien och Irland
फलकम्:Zh icon	Mall:Zh ikon
फलकम्:Infobox Government agency	Mall:Myndighet
फलकम्:En	Mall:En ikon
फलकम्:Country data Russian SFSR	Mall:Landsdata Ryska SFSR
पाली	Pali, Rajasthan
फलकम्:Infobox river	Mall:Infobox vattendrag
फलकम्:AllRovi title	Mall:Allmovie titel
फलकम्:आन्ध्रप्रदेशराज्यम्	Mall:Andhradistrikt
फलकम्:Bar percent	Mall:Procentstapel
फलकम्:CURRENTISOYEAR	Mall:CURRENTISOYEAR
फलकम्:Fr	Mall:Fr ikon
फलकम्:Twitter	Mall:Twitter
वर्गः:कनेक्टिकट्	Kategori:Connecticut
विकिपीडिया:Lua	Wikipedia:Lua
फलकम्:ICD9	Mall:ICD9
वर्गः:उत्तराखण्डस्य मण्डलानि	Kategori:Distrikt i Uttarakhand
फलकम्:Infobox language/family-color	Mall:Språk/familj-färg
वर्गः:नदी	Kategori:Vattendrag
फलकम्:Unbulleted list	Mall:Unbulleted list
वर्गः:भारतस्य प्रधानमन्त्रिणः	Kategori:Indiens premiärministrar
वर्गः:नेपालदेशः	Kategori:Nepal
वर्गः:श्रीलङ्का	Kategori:Sri Lanka
वर्गः:गोवाराज्यम्	Kategori:Goa
वर्गः:कर्णाटकम्	Kategori:Karnataka
वर्गः:छत्तिसगढराज्यम्	Kategori:Chhattisgarh
वर्गः:गुजरातराज्यम्	Kategori:Gujarat
वर्गः:त्रिपुराराज्यम्	Kategori:Tripura
वर्गः:पञ्जाबराज्यम्	Kategori:Punjab (Indien)
वर्गः:मध्यप्रदेशः	Kategori:Madhya Pradesh
वर्गः:मिजोरामराज्यम्	Kategori:Mizoram
वर्गः:राजस्थानराज्यम्	Kategori:Rajasthan
वर्गः:हरियाणा	Kategori:Haryana
वर्गः:उत्तरप्रदेशराज्यम्	Kategori:Uttar Pradesh
वर्गः:मेघालयराज्यम्	Kategori:Meghalaya
वर्गः:ओड़िशा	Kategori:Orissa
काल्काशिम्लाधूमशकटयानम्	Kalka–Shimla Railway
बलिया	Ballia
वर्गः:दक्षिण-अमेरिकादेशाः	Kategori:Sydamerikas länder
वर्गः:उत्तर-अमेरिकाखण्डः	Kategori:Centralamerika
फलकम्:MedalCompetition	Mall:MedaljTävling
वर्गः:भारतस्य नगराणि	Kategori:Orter i Indien
फलकम्:User other	Mall:Användare annan
फलकम्:Infobox language	Mall:Språk
वर्गः:आन्ध्रप्रदेशस्य प्रमुखनगराणि	Kategori:Orter i Andhra Pradesh
वर्गः:जम्मू-काश्मीरराज्यम्	Kategori:Jammu och Kashmir
वर्गः:महाराष्ट्रराज्यम्	Kategori:Maharashtra
वर्गः:अरुणाचलप्रदेशः	Kategori:Arunachal Pradesh
वर्गः:हिमाचलप्रदेशः	Kategori:Himachal Pradesh
वर्गः:आन्ध्रप्रदेशराज्यम्	Kategori:Andhra Pradesh
वर्गः:असमराज्यम्	Kategori:Assam
गृञ्जनकम्	Morot
वर्गः:इटली देशस्य नगराणि	Kategori:Orter i Italien
फलकम्:Lang-or	Mall:Lang-or
फलकम्:Country data Kingdom of Bulgaria	Mall:Landsdata Kungariket Bulgarien
फलकम्:Country data Kingdom of Hungary	Mall:Landsdata Kungariket Ungern
फलकम्:Country data Kingdom of Greece	Mall:Landsdata Kungariket Grekland
फलकम्:Mojo title	Mall:Mojo title
फलकम्:Height	Mall:Längd
फलकम्:Country data Kingdom of Italy	Mall:Landsdata Kungariket Italien
फलकम्:IndAbbr	Mall:CountryAbbr
सत्य नाडेला	Satya Nadella
वर्गः:भारतस्य राज्यानि	Kategori:Indiens delstater och territorier
वर्गः:हरितकानि	Kategori:Bladgrönsaker
वर्गः:भारतस्य प्रेक्षणीयस्थानानि	Kategori:Sevärdheter i Indien
आपत्कालः	Undantagstillstånd i Indien
फलकम्:स्तम्भः-2	Mall:Col-2
फलकम्:Country data Commonwealth of Independent States	Mall:Landsdata Oberoende staters samvälde
फलकम्:Country data Singapore	Mall:Landsdata Singapore
वर्गः:उर्दुसाहित्यम्	Kategori:Urduspråkig litteratur
फलकम्:Infobox color	Mall:Färg infobox
वर्गः:एशियाखण्डस्य राष्ट्राणि	Kategori:Asiens länder
फलकम्:हिन्दूधर्मः	Mall:Hinduism
फलकम्:Infobox football league	Mall:Infobox Fotbollsliga
फलकम्:OMIM2	Mall:OMIM2
फलकम्:Lang-ml	Mall:Lang-ml
फलकम्:Lang-gd	Mall:Lang-gd
फलकम्:भाषा-स्पैनिश	Mall:Lang-es
फलकम्:Lang-bn	Mall:Lang-bn
वर्गः:उत्तराखण्डराज्यम्	Kategori:Uttarakhand
फलकम्:Country data Manchukuo	Mall:Landsdata Manchukuo
फलकम्:Country data Italian Social Republic	Mall:Landsdata Salòrepubliken
वर्गः:बिहारराज्यम्	Kategori:Bihar
वर्गः:उत्तर-अमेरिकाखण्डस्य देशाः	Kategori:Centralamerikas länder
वर्गः:हिमाचलप्रदेशस्य प्रमुखनगराणि	Kategori:Orter i Himachal Pradesh
वर्गः:आन्ध्रप्रदेशस्य मण्डलानि	Kategori:Distrikt i Andhra Pradesh
वर्गः:बिहारराज्यस्य मण्डलानि	Kategori:Distrikt i Bihar
