អាហ្វ្រិក	Afrika
ចំណាត់ថ្នាក់ក្រុម:ពហុធា	Kategori:Polynom
ចំណាត់ថ្នាក់ក្រុម:ពិជគណិតថ្នាក់ដំបូង	Kategori:Elementär algebra
ចំណាត់ថ្នាក់ក្រុម:អនុគមន៍	Kategori:Funktioner
ចំណាត់ថ្នាក់ក្រុម:ភាសាជប៉ុន	Kategori:Japanska
ចំណាត់ថ្នាក់ក្រុម:ត្រីកោណ	Kategori:Trianglar
ចំណាត់ថ្នាក់ក្រុម:សំភារៈ​សំណង់	Kategori:Byggnadsmaterial
ទំព័រគំរូ:S-off	Mall:Successionsbox uppdrag
ចំណាត់ថ្នាក់ក្រុម:សមីការ	Kategori:Ekvationer
ពន្ធលើប្រាក់បៀវត្ស	Arbetsgivaravgift
ចំណាត់ថ្នាក់ក្រុម:ស្ពាននៅប្រទេសជប៉ុន	Kategori:Broar i Japan
ចំណាត់ថ្នាក់ក្រុម:សិទ្ធិ	Kategori:Rättigheter
ទំព័រគំរូ:Hexadecimal	Mall:Hex
ចំណាត់ថ្នាក់ក្រុម:វិភាគគណិតវិទ្យា	Kategori:Matematisk analys
ចំណាត់ថ្នាក់ក្រុម:វិសមភាព	Kategori:Olikheter
ចំណាត់ថ្នាក់ក្រុម:ឧទ្យានជាតិ	Kategori:Nationalparker
ចំណាត់ថ្នាក់ក្រុម:កោះស៊ូម៉ាត្រា	Kategori:Sumatra
ចំណាត់ថ្នាក់ក្រុម:មីក្រូសេដ្ឋកិច្ច	Kategori:Mikroekonomi
ចំណាត់ថ្នាក់ក្រុម:អាស៊ីហ្គេម	Kategori:Asiatiska spelen
ចំណាត់ថ្នាក់ក្រុម:អេឡិចត្រូស្តាទិច	Kategori:Elektrostatik
ចំណាត់ថ្នាក់ក្រុម:អ៊ីសាក់ ញូតុន	Kategori:Isaac Newton
ចំណាត់ថ្នាក់ក្រុម:អាកាសចរណ៍	Kategori:Transport
ចំណាត់ថ្នាក់ក្រុម:ទ្រឹស្តីបទលេខ	Kategori:Talteori
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន ភាសា	Mall:Språk
ទំព័រគំរូ:អត្ថបទខ្លី អំពីកូរ៉េខាងត្បូង	Mall:Sydkoreastub
ទំព័រគំរូ:Wikiversity	Mall:Wikiversity
ចំណាត់ថ្នាក់ក្រុម:ភាសាអ៊ីតាលី	Kategori:Italienska
ចំណាត់ថ្នាក់ក្រុម:ភាសាអេស្ប៉ាញ	Kategori:Spanska
ចំណាត់ថ្នាក់ក្រុម:រថក្រោះ	Kategori:Stridsvagnar
ខេត្តនៃកម្ពុជា	Kambodjas provinser
ចំណាត់ថ្នាក់ក្រុម:កោះរបស់ឥណ្ឌូនេស៊ី	Kategori:Indonesiens öar
ទំព័រគំរូ:Update after	Mall:Bäst före
ខេត្តលង់ហោរ	Vinh Long (provins)
ចំណាត់ថ្នាក់ក្រុម:ភ្នំពេញ	Kategori:Phnom Penh
ទំព័រគំរូ:CountryAbbr	Mall:CountryAbbr
ទំព័រគំរូ:Split	Mall:Dela upp
ចំណាត់ថ្នាក់ក្រុម:ធរណីមាត្រអ៊ីពែបូលីក	Kategori:Hyperbolisk geometri
ទំព័រគំរូ:Tnavbar-navframe	Mall:Navbar-navframe
តូក្យូ	Tokyo
ចំណាត់ថ្នាក់ក្រុម:ក្រលាផ្ទៃ	Kategori:Area
ទំព័រគំរូ:File title	Mall:Bildnamn
ចំណាត់ថ្នាក់ក្រុម:លោការីត	Kategori:Logaritmer
ទំព័រគំរូ:CURRENTMINUTE	Mall:CURRENTMINUTE
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសអ៊ូបេគីស្ថាន	Mall:UZB
ទំព័រគំរូ:OnHold	Mall:Avvaktar
បញ្ជីរាយនាម ជ័យលាភីរង្វាន់ណូបែល ផ្នែកគីមីវិទ្យា	Lista över nobelpristagare i kemi
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសអេស្ប៉ាញ	Mall:Landsdata Spanien
ទំព័រគំរូ:ទិន្នន័យប្រទេស កាណាដា	Mall:Landsdata Kanada
ទំព័រគំរូ:Council of Europe	Mall:Europarådet
ទំព័រគំរូ:Flag	Mall:Flagga
ទំព័រគំរូ:ទិន្នន័យប្រទេស ម៉ាល់ឌីវ	Mall:Landsdata Maldiverna
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសសិង្ហបុរី	Mall:Landsdata Singapore
ទំព័រគំរូ:ទិន្នន័យប្រទេស យេម៉ែន	Mall:Landsdata Jemen
ទំព័រគំរូ:Lang-pl	Mall:Lang-pl
ទំព័រគំរូ:Diff	Mall:Diff
ចំណាត់ថ្នាក់ក្រុម:ភាសាអង់គ្លេស	Kategori:Engelska
ទំព័រគំរូ:G8	Mall:G8
ទំព័រគំរូ:Guideline list	Mall:Riktlinjer
ទំព័រគំរូ:Nature nav	Mall:Natur
ទំព័រគំរូ:Infobox country Olympics	Mall:Fakta Land i olympiska spelen
ទំព័រគំរូ:User vi-1	Mall:Användare vi-1
ទំព័រគំរូ:OMIM2	Mall:OMIM2
ទំព័រគំរូ:Lang-th	Mall:Lang-th
ទំព័រគំរូ:Lang-sq	Mall:Lang-al
ទំព័រគំរូ:Lang-es	Mall:Lang-es
ទំព័រគំរូ:Lang-ca	Mall:Lang-ca
ទំព័រគំរូ:Lang-az	Mall:Lang-az
ទំព័រគំរូ:ISO 3166	Mall:Navigationsruta ISO 3166
ទំព័រគំរូ:Mammal-stub	Mall:Däggdjursstub
ចំណាត់ថ្នាក់ក្រុម:នាមត្រូលជនជាតិជប៉ុន	Kategori:Japanska efternamn
ចំណាត់ថ្នាក់ក្រុម:ក្រុមហ៊ុនអាកាសចរណ៍	Kategori:Passagerarflygplan
ចំណាត់ថ្នាក់ក្រុម:ពិជគណិត	Kategori:Algebra
ចំណាត់ថ្នាក់ក្រុម:មុំ	Kategori:Vinkel
ចំណាត់ថ្នាក់ក្រុម:នព្វន្ធ	Kategori:Aritmetik
ចំណាត់ថ្នាក់ក្រុម:User ko-0	Kategori:Användare ko-0
ចំណាត់ថ្នាក់ក្រុម:ស្ពាននៅអាស៊ី	Kategori:Broar i Asien
ចំណាត់ថ្នាក់ក្រុម:អត្ថបទខ្លីមិនពេញលេញ អំពីព្រះពុទ្ធសាសនា	Kategori:Buddhismstubbar
ចំណាត់ថ្នាក់ក្រុម:អេឡិចត្រូម៉ាញ៉េទិច	Kategori:Elektromagnetism
ទំព័រគំរូ:Lang-mn	Mall:Lang-mn
ទំព័រគំរូ:Lang-sa	Mall:Lang-sa
ទំព័រគំរូ:Lang-sv	Mall:Lang-sv
វិគីភីឌា:វិគីគម្រោងប្រវត្តិសាស្ត្រ	Wikipedia:Projekt historia
ចំណាត់ថ្នាក់ក្រុម:រាជរដ្ឋាភិបាលកម្ពុជា	Kategori:Kambodjas administration
ទំព័រគំរូ:Precision/tz	Mall:Precision/tz
ចំណាត់ថ្នាក់ក្រុម:បណ្ណាល័យ	Kategori:Bibliotek
ជំនួយ:Books/Frequently Asked Questions	Wikipedia:Vanliga frågor om böcker
ជំនួយ:Books/Printed books	Wikipedia:Tryckta böcker
វិគីភីឌា:Link color	Wikipedia:Länkfärg
ទំព័រគំរូ:Tech-stub	Mall:Teknikstub
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសម៉ុងហ្គោល	Mall:MNG
ចំណាត់ថ្នាក់ក្រុម:ចំនួនកុំផ្លិច	Kategori:Komplexa tal
ចំណាត់ថ្នាក់ក្រុម:Subtemplates of Template Convert	Kategori:Undermallar till Mall:Convert
ចំណាត់ថ្នាក់ក្រុម:ទំព័រគំរូTOC	Kategori:Innehållsförteckningsmallar
ទំព័រគំរូ:Image label begin	Mall:Image label begin
ចំណាត់ថ្នាក់ក្រុម:រង្វង់និងស៊្វែរ	Kategori:Cirklar
ទំព័រគំរូ:Bg icon	Mall:Bg ikon
ចំណាត់ថ្នាក់ក្រុម:សាកលវិទ្យាល័យនៅប្រទេសជប៉ុន	Kategori:Universitet och högskolor i Japan
វិគីភីឌា:សារ ទំព័រគំរូ/បោសសំអាត	Wikipedia:Layoutlista över mallar om artikelkvalitet
ចំណាត់ថ្នាក់ក្រុម:User es-0	Kategori:Användare es-0
ចំណាត់ថ្នាក់ក្រុម:វប្បធម៌ខ្មែរ	Kategori:Kultur i Kambodja
ចំណាត់ថ្នាក់ក្រុម:User en-1	Kategori:Användare en-1
ចំណាត់ថ្នាក់ក្រុម:User de-1	Kategori:Användare de-1
ទំព័រគំរូ:Nowrap begin	Mall:Nowrap begin
ទំព័រគំរូ:Split section	Mall:Bryt ut
ទំព័រគំរូ:Thank you	Mall:Tack
ទំព័រគំរូ:សង្គ្រាមត្រជាក់	Mall:Kalla kriget
ទំព័រគំរូ:Pipe	Mall:Pipe
វិគីភីឌា:Tutorial/Keep in mind	Wikipedia:Kom ihåg
ចំណាត់ថ្នាក់ក្រុម:កោះជ្វា	Kategori:Java
ទំព័រគំរូ:Frac	Mall:Frac
ទំព័រគំរូ:Ntsh	Mall:Ntsh
ទំព័រគំរូ:Start date	Mall:Startdatum
ទំព័រគំរូ:WW2InfoBox	Mall:Faktaruta andra världskriget
ទំព័រគំរូ:SMS	Mall:SMS
ទំព័រគំរូ:Bio-stub	Mall:Personstub
វិគីភីឌា:Owl	Mall:Ugglan
ទំព័រគំរូ:Isfdb name	Mall:ISFDB-namn
ទំព័រគំរូ:Infobox Cambodian Province	Mall:Infobox Provins Kambodja
ទំព័រគំរូ:WikiProject Footer	Mall:WikiProject sidfot
វិគីភីឌា:Project namespace	Wikipedia:Namnrymder/Wikipedia
ទំព័រគំរូ:Infobox file format	Mall:Infobox filformat
វិគីភីឌា:WikiProject Military history/Military navigation	Mall:Military navigation
វិគីភីឌា:Version 1.0 Editorial Team	Wikipedia:Wikipedia 1.0
ទំព័រគំរូ:User id-1	Mall:Användare id-1
ទំព័រគំរូ:S-inc	Mall:S-inc
ទំព័រគំរូ:Finance-stub	Mall:Finansstub
ទំព័រគំរូ:The Sun	Mall:Solen
ទំព័រគំរូ:Politics sidebar	Mall:Politikmall
ទំព័រគំរូ:Efn	Mall:Anmärkning
ទំព័រគំរូ:S-ppo	Mall:Successionsbox partiuppdrag
វិគីភីឌា:Babel/km-0	Wikipedia:Babel/sv-0
ចំណាត់ថ្នាក់ក្រុម:យន្តហោះប្រដេញ	Kategori:Jaktflygplan
ទំព័រគំរូ:Str len/core	Mall:Str len/core
ទំព័រគំរូ:Rnd/-	Mall:Rnd/-
ទំព័រគំរូ:Noitalic	Mall:Noitalic
ទំព័រគំរូ:Harvard citation/core	Mall:Harvard citation/core
ទំព័រគំរូ:IPA-ca	Mall:IPA-ca
ទំព័រគំរូ:Shipboxflag	Mall:Shipboxflag
ទំព័រគំរូ:Multi-listen item	Mall:Multi-listen item
រូបភាពដែលបាត់បង់	L'Image manquante
ទំព័រគំរូ:Earth's landforms	Mall:Jordens landformer
ទំព័រគំរូ:Howto	Mall:Instruktion
ទំព័រគំរូ:Refimprove section	Mall:Fler källor avsnitt
កំប្រុកព័ណ៌	Prevostekorre
ទំព័រគំរូ:Style/IPA	Mall:Style/IPA
ទំព័រគំរូ:Style/yid	Mall:Style/yid
ទំព័រគំរូ:Project header	Mall:Projekt
ទំព័រគំរូ:ទិន្នន័យប្រទេស អូម៉ង់	Mall:Landsdata Oman
ទំព័រគំរូ:ទិន្នន័យប្រទេស កាមេរូន	Mall:Landsdata Kamerun
ព្យុះហៃយ៉ាន	Tyfonen Haiyan
ពិសេស:បំលាស់ប្ដូរថ្មីៗ	Special:Senaste ändringar
មន្ទារ	Magnolia liliifera
Module:HtmlBuilder	Modul:HtmlBuilder
Module:Coordinates	Modul:Coordinates
Module:Navbox	Modul:Navbox
ទ្រឹស្តីបទការ៉េបី	Legendres trekvadraterssats
Call of Duty: Advanced Warfare	Call of Duty: Advanced Warfare
បញ្ជីនៃទង់ជាតិអង្គភាពរដ្ឋបាលរាជវង្សង្វៀនរបស់	Lista över Nguyendynastins förvaltningars flaggor
